sample_idx,t_pc_s,segment_id,label,orta_acc_x,orta_acc_y,orta_acc_z,orta_gyro_x,orta_gyro_y,orta_gyro_z,sol_acc_x,sol_acc_y,sol_acc_z,sol_gyro_x,sol_gyro_y,sol_gyro_z,sag_acc_x,sag_acc_y,sag_acc_z,sag_gyro_x,sag_gyro_y,sag_gyro_z
1905,31.2459824,3,rest_after_x,1.1133,0.7278,9.1051,0.066,0.0439,0.0077,0.4645,0.2059,9.9359,0.0325,0.041,0.0133,0.6823,0.0359,9.833,-0.0128,-0.0626,-0.0138
1906,31.2616627,3,rest_after_x,1.1277,0.6871,9.165,0.0716,0.0346,0.0061,0.4214,0.2945,9.9671,0.0298,0.0389,0.0149,0.6991,0.0575,9.8689,-0.0083,-0.0578,-0.0152
1907,31.2783423,3,rest_after_x,1.0942,0.735,9.1123,0.0607,0.0386,0.0099,0.4525,0.2777,9.8521,0.0298,0.0381,0.0133,0.6967,0.0718,9.833,-0.0107,-0.0591,-0.0152
1908,31.2944427,3,rest_after_x,1.1037,0.7278,9.0956,0.0636,0.0354,0.0069,0.4046,0.2514,9.8809,0.029,0.0378,0.0173,0.7494,0.0455,9.8138,-0.012,-0.0602,-0.0165
1909,31.3208701,3,rest_after_x,1.1349,0.7374,9.1722,0.0599,0.0373,0.0064,0.4214,0.2634,9.9551,0.0285,0.041,0.0112,0.7422,0.079,9.8737,-0.0112,-0.0578,-0.0168
1910,31.3368046,3,rest_after_x,1.1396,0.6823,9.1195,0.0652,0.0423,0.0032,0.419,0.2203,9.9599,0.0288,0.0389,0.013,0.723,-0.0239,9.7995,-0.0144,-0.0618,-0.0136
1911,31.3529115,3,rest_after_x,1.1061,0.6991,9.0956,0.0671,0.0383,0.0085,0.3879,0.2346,9.912,0.0312,0.0421,0.0107,0.7398,0.067,9.9048,-0.0107,-0.0594,-0.0181
1912,31.3688254,3,rest_after_x,1.1133,0.7278,9.1435,0.0663,0.0346,0.0072,0.4381,0.237,9.8665,0.0288,0.0413,0.012,0.7207,0.0694,9.8833,-0.0104,-0.0621,-0.0144
1913,31.3845192,3,rest_after_x,1.1013,0.723,9.0716,0.0644,0.0399,0.0085,0.4118,0.2514,9.9048,0.0357,0.0376,0.0194,0.7326,0.0407,9.7779,-0.0109,-0.0615,-0.0186
1914,31.4005977,3,rest_after_x,1.1396,0.7159,9.1315,0.0634,0.0402,0.0104,0.4381,0.2753,9.9814,0.0282,0.0378,0.0128,0.7374,0.0814,9.8258,-0.0123,-0.0583,-0.0141
1915,31.4322385,3,rest_after_x,1.1492,0.6776,9.1099,0.0621,0.0407,0.0053,0.4286,0.1891,9.9575,0.0272,0.0397,0.0138,0.7254,0.0215,9.7731,-0.0117,-0.0562,-0.0136
1916,31.4476593,3,rest_after_x,1.1325,0.7063,9.1435,0.0642,0.0402,0.0096,0.4142,0.2251,9.8545,0.0304,0.0389,0.016,0.7302,0.0311,9.7971,-0.0088,-0.0621,-0.0146
1917,31.4640585,3,rest_after_x,1.0989,0.7542,9.1722,0.0631,0.041,0.0096,0.3663,0.2322,9.9551,0.0314,0.0368,0.0091,0.7733,0.0694,9.8378,-0.0136,-0.0581,-0.0117
1918,31.4844344,3,rest_after_x,1.1205,0.7422,9.0956,0.0621,0.0431,0.0056,0.3974,0.237,9.8713,0.0285,0.0431,0.0112,0.7302,0.0359,9.8354,-0.0117,-0.0615,-0.012
1919,31.5002985,3,rest_after_x,1.1181,0.6871,9.1866,0.0607,0.0383,0.0064,0.4262,0.2083,9.9192,0.0285,0.0383,0.0152,0.7494,0.0096,9.8785,-0.0154,-0.0597,-0.0117
1920,31.5164914,3,rest_after_x,1.1277,0.6752,9.0884,0.0615,0.0354,0.0072,0.4214,0.2227,9.9096,0.0301,0.0429,0.0117,0.6847,0.0359,9.8545,-0.0072,-0.0581,-0.016
1921,31.5322052,3,rest_after_x,1.0918,0.6943,8.9735,0.0663,0.0413,0.0029,0.3855,0.1987,9.7947,0.0349,0.037,0.0141,0.7087,0.0168,9.5768,-0.0037,-0.0655,-0.0162
1922,31.5480842,3,rest_after_x,1.1157,0.8428,9.3613,0.0607,0.0434,0.0085,0.431,0.3831,10.2424,0.0197,0.0423,0.0091,0.7829,0.146,10.5201,-0.0186,-0.0557,-0.0176
1923,31.5639133,3,rest_after_x,1.1636,0.6584,9.0381,0.0583,0.0437,0.008,0.407,0.146,9.7037,0.0282,0.0474,0.0144,0.7254,-0.0168,9.3565,-0.0176,-0.0549,-0.013
1924,31.5956176,3,rest_after_x,1.1444,0.644,9.0285,0.0644,0.0389,0.0099,0.4621,0.1844,9.8114,0.0346,0.0397,0.0184,0.7398,-0.0335,9.6774,-0.0043,-0.0655,-0.0149
1925,31.6114615,3,rest_after_x,1.0487,0.8164,9.4858,0.0615,0.0407,0.0091,0.3304,0.2777,10.137,0.0234,0.0426,0.017,0.668,0.1317,10.0365,-0.0146,-0.0602,-0.0144
1926,31.6279298,3,rest_after_x,1.0271,0.656,8.8298,0.0605,0.041,0.004,0.3208,0.1317,9.6031,0.036,0.0336,0.016,0.6632,-0.0335,9.2823,-0.0085,-0.0605,-0.0165
1927,31.6434421,3,rest_after_x,1.0247,0.7111,9.1051,0.0695,0.0341,0.0027,0.3711,0.2394,10.0221,0.0325,0.0349,0.0123,0.7781,0.0694,10.0892,-0.0083,-0.0679,-0.0115
1928,31.6589791,3,rest_after_x,1.1636,0.7326,9.2991,0.0575,0.0434,0.0067,0.4429,0.237,10.0293,0.0296,0.0402,0.0141,0.735,0.0048,9.8689,-0.013,-0.0605,-0.0144
1929,31.6746766,3,rest_after_x,1.1708,0.6704,8.9543,0.0578,0.0423,0.0104,0.4525,0.2538,9.8282,0.0253,0.041,0.0168,0.759,0.0072,9.6941,-0.0107,-0.0554,-0.0197
1930,31.6904784,3,rest_after_x,1.0822,0.7207,9.2153,0.0639,0.0437,0.0048,0.3448,0.2753,10.0485,0.029,0.0423,0.0128,0.6776,0.0551,9.9742,-0.0085,-0.0597,-0.0152
1931,31.7061973,3,rest_after_x,1.0822,0.7111,9.2033,0.0573,0.049,0.0075,0.3567,0.2035,10.0102,0.0253,0.0445,0.0181,0.6608,0.0192,9.8114,-0.0096,-0.0602,-0.0162
1932,31.7425526,3,rest_after_x,1.1372,0.7207,8.9783,0.0655,0.0357,0.0059,0.4501,0.2251,9.8689,0.0296,0.036,0.0149,0.7661,0.0694,9.8952,-0.0107,-0.0623,-0.017
1933,31.7428986,3,rest_after_x,1.1157,0.7159,9.1937,0.0658,0.0413,0.0059,0.4429,0.261,9.9695,0.028,0.0405,0.0144,0.7661,0.0168,9.8785,-0.0101,-0.0589,-0.0112
1934,31.7742575,3,rest_after_x,1.1516,0.7518,9.0812,0.0644,0.0365,0.008,0.4788,0.2921,9.9575,0.0293,0.0394,0.0053,0.7925,0.0144,9.7612,-0.0109,-0.0594,-0.017
1935,31.7903363,3,rest_after_x,1.0534,0.6847,9.098,0.065,0.0397,0.0067,0.3304,0.2011,9.8402,0.033,0.0391,0.0146,0.6512,0.0024,9.7396,-0.0115,-0.0626,-0.0168
1936,31.8006159,3,rest_after_x,1.0558,0.7374,9.2129,0.0644,0.0336,0.012,0.4046,0.2562,10.0006,0.0288,0.0378,0.0104,0.747,0.0239,9.9383,-0.0112,-0.0621,-0.0154
1937,31.8141204,3,rest_after_x,1.1875,0.6728,9.1889,0.0618,0.0405,0.0099,0.4693,0.2538,9.8665,0.0333,0.041,0.012,0.7638,0.012,9.7396,-0.0099,-0.0623,-0.0146
1938,31.8329075,3,rest_after_x,1.1205,0.759,9.1722,0.0663,0.0378,0.0069,0.4334,0.2753,10.003,0.0301,0.0429,0.0162,0.7374,0.0551,9.9024,-0.0107,-0.0599,-0.012
1939,31.8500788,3,rest_after_x,1.1181,0.6895,9.1578,0.0626,0.0455,0.0083,0.4046,0.2011,9.8952,0.0333,0.0426,0.0125,0.723,0.0287,9.8066,-0.0144,-0.0578,-0.0138
1940,31.8769406,3,rest_after_x,1.0487,0.6704,9.1195,0.066,0.0344,0.0069,0.3424,0.1748,9.8737,0.0282,0.0415,0.0144,0.6536,0,9.8474,-0.013,-0.0631,-0.017
1941,31.8931274,3,rest_after_x,1.1205,0.7733,9.2153,0.0647,0.0389,0.0067,0.4453,0.2945,9.9335,0.033,0.0386,0.0128,0.7685,0.1125,9.912,-0.0112,-0.0629,-0.0138
1942,31.9044753,3,rest_after_x,1.1253,0.7015,9.1818,0.0642,0.0426,0.0045,0.4238,0.2322,9.9024,0.0312,0.0383,0.012,0.7422,0.0575,9.7827,-0.0091,-0.0602,-0.0136
1943,31.9241027,3,rest_after_x,1.1803,0.723,9.165,0.0674,0.0397,0.0096,0.4788,0.2203,9.9096,0.0306,0.0445,0.013,0.7973,0.0694,9.7659,-0.0144,-0.0597,-0.0146
1944,31.9432962,3,rest_after_x,1.0965,0.7207,9.1267,0.0658,0.0405,0.012,0.3879,0.17,9.9599,0.0288,0.0394,0.0109,0.7063,-0.0048,9.8593,-0.013,-0.0559,-0.0149
1945,31.9588442,3,rest_after_x,1.0942,0.6608,9.1171,0.0652,0.0407,0.0061,0.3496,0.1748,9.8952,0.025,0.0362,0.0144,0.7614,0.0168,9.8354,-0.0133,-0.0591,-0.0149
1946,31.975877,3,rest_after_x,1.1301,0.747,9.1698,0.0634,0.0407,0.0037,0.4836,0.3041,9.9718,0.0282,0.0413,0.0144,0.7638,0.0575,9.8426,-0.0144,-0.0575,-0.0152
1947,31.9987789,3,rest_after_x,1.1133,0.7278,9.2105,0.065,0.0386,0.0096,0.4334,0.237,9.9024,0.0317,0.0429,0.0128,0.7925,0.0479,9.8689,-0.0125,-0.0613,-0.0128
1948,32.0142874,3,rest_after_x,1.1157,0.7183,9.1554,0.0631,0.0418,0.0093,0.3855,0.2274,9.9407,0.0325,0.0423,0.0152,0.6823,0.0479,9.8617,-0.0136,-0.0629,-0.0162
1949,32.0306126,3,rest_after_x,1.0942,0.7183,9.153,0.065,0.0381,0.0112,0.3567,0.2251,9.8928,0.0266,0.0418,0.0149,0.6871,0.0335,9.7636,-0.012,-0.0591,-0.0152
1950,32.0482664,3,rest_after_x,1.1013,0.6943,9.1411,0.0666,0.0383,0.0067,0.3926,0.2538,9.8689,0.033,0.0389,0.0133,0.6967,0.0311,9.8138,-0.0138,-0.0559,-0.0149
1951,32.0710993,3,rest_after_x,1.1468,0.735,9.1578,0.0623,0.0336,0.0083,0.4381,0.2346,9.9407,0.0261,0.0418,0.0138,0.7446,0.0575,9.8426,-0.0149,-0.0589,-0.0133
1952,32.0839322,3,rest_after_x,1.1516,0.7566,9.0836,0.065,0.0391,0.0093,0.407,0.2322,9.8976,0.0274,0.0397,0.0146,0.735,0.0646,9.8258,-0.0146,-0.0623,-0.0138
1953,32.1045759,3,rest_after_x,1.1277,0.7111,9.1411,0.0644,0.0378,0.0085,0.3974,0.2298,9.8785,0.0277,0.0405,0.0168,0.735,0.0431,9.8234,-0.0123,-0.0599,-0.012
1954,32.1252566,3,rest_after_x,1.1253,0.6943,9.2081,0.0589,0.0413,0.0067,0.3879,0.2442,9.924,0.0317,0.0397,0.0123,0.6823,0.0455,9.8833,-0.0178,-0.0589,-0.0154
1955,32.1391823,3,rest_after_x,1.1253,0.7207,9.1842,0.0652,0.0418,0.0077,0.407,0.2394,9.9,0.0261,0.0376,0.012,0.7518,-0.0215,9.8234,-0.016,-0.0597,-0.0152
1956,32.1576049,3,rest_after_x,1.1109,0.7302,9.1722,0.0644,0.0376,0.008,0.4142,0.2155,9.9431,0.0298,0.0357,0.0136,0.7422,0.0024,9.8976,-0.0125,-0.0597,-0.0176
1957,32.1844643,3,rest_after_x,1.1325,0.7111,9.0764,0.0652,0.037,0.0083,0.3903,0.2682,9.9886,0.0274,0.0391,0.0091,0.7159,0.0766,9.8809,-0.0152,-0.061,-0.0117
1958,32.2004174,3,rest_after_x,1.1181,0.7111,9.1674,0.0652,0.036,0.0056,0.4142,0.2418,9.8904,0.0322,0.0423,0.0125,0.7302,0.0503,9.7947,-0.0128,-0.0615,-0.0162
1959,32.2158962,3,rest_after_x,1.1085,0.7398,9.1506,0.0639,0.037,0.0048,0.4214,0.2155,9.9311,0.0293,0.0394,0.016,0.7374,0.0096,9.9024,-0.0109,-0.0578,-0.0144
1960,32.2306206,3,rest_after_x,1.1325,0.7087,9.1267,0.0668,0.0397,0.0088,0.4334,0.2442,9.8402,0.0288,0.041,0.013,0.7302,0.0072,9.8857,-0.0115,-0.0602,-0.0112
1961,32.2467805,3,rest_after_x,1.1085,0.6895,9.1195,0.0634,0.0397,0.0085,0.395,0.2298,9.8617,0.0258,0.0407,0.0149,0.7446,0.0431,9.7947,-0.0099,-0.0597,-0.0125
1962,32.2669331,3,rest_after_x,1.0918,0.7302,9.2009,0.0607,0.0405,0.0035,0.419,0.2298,9.9551,0.0293,0.0378,0.0125,0.759,0.0958,9.9168,-0.013,-0.0607,-0.0133
1963,32.2850323,3,rest_after_x,1.1253,0.7661,9.1363,0.0642,0.0418,0.0077,0.3759,0.249,9.8689,0.0269,0.0413,0.0146,0.7781,0.0622,9.8641,-0.0109,-0.0613,-0.0138
1964,32.2999981,3,rest_after_x,1.1372,0.6943,9.1794,0.0591,0.0386,0.0075,0.3687,0.2322,9.9264,0.0309,0.0402,0.013,0.735,0.0215,9.8354,-0.013,-0.0642,-0.0125
1965,32.3317721,3,rest_after_x,1.087,0.7302,9.1459,0.066,0.0373,0.0099,0.395,0.2298,9.8857,0.0285,0.0437,0.0133,0.7446,0.0096,9.9,-0.0101,-0.0589,-0.0152
1966,32.3482161,3,rest_after_x,1.1133,0.735,9.1411,0.065,0.0415,0.0064,0.4262,0.249,9.8904,0.0317,0.0391,0.0138,0.6991,0.0287,9.8043,-0.0141,-0.0618,-0.0141
1967,32.3617594,3,rest_after_x,1.1277,0.7135,9.177,0.0626,0.0391,0.0069,0.3926,0.2083,9.8785,0.0293,0.0407,0.013,0.7638,0.0575,9.8378,-0.0152,-0.0615,-0.0141
1968,32.3753621,3,rest_after_x,1.1253,0.7422,9.1818,0.0589,0.0383,0.0072,0.3974,0.2634,9.9479,0.0285,0.041,0.0154,0.7446,0.0766,9.8402,-0.0109,-0.0586,-0.0125
1969,32.3907623,3,rest_after_x,1.1181,0.7087,9.0812,0.0647,0.0399,0.013,0.3807,0.2538,9.8569,0.0365,0.0389,0.0101,0.735,0.0263,9.809,-0.0144,-0.0605,-0.0165
1970,32.4122608,3,rest_after_x,1.1109,0.7278,9.1602,0.0634,0.0394,0.0035,0.4046,0.2035,9.9455,0.0344,0.0381,0.0128,0.7781,0.0335,9.8234,-0.0144,-0.0629,-0.013
1971,32.4390561,3,rest_after_x,1.1205,0.7015,9.1722,0.0647,0.0407,0.0077,0.3903,0.2394,9.9168,0.0272,0.0402,0.012,0.7446,0.0455,9.8713,-0.0123,-0.0599,-0.0176
1972,32.455399,3,rest_after_x,1.1157,0.7302,9.1147,0.0589,0.0397,0.0093,0.3998,0.2107,9.8426,0.0285,0.0383,0.0154,0.7111,0.0622,9.7827,-0.0123,-0.0602,-0.0141
1973,32.4709864,3,rest_after_x,1.0822,0.735,9.1818,0.0591,0.0402,0.004,0.4405,0.2682,9.979,0.0296,0.0431,0.0125,0.735,0.1053,9.8497,-0.0107,-0.0629,-0.017
1974,32.4867986,3,rest_after_x,1.1157,0.7063,9.1913,0.0642,0.0431,0.0069,0.3663,0.1891,9.8641,0.0288,0.041,0.0125,0.7566,0.0239,9.7731,-0.0133,-0.0607,-0.0123
1975,32.5042816,3,rest_after_x,1.1181,0.7207,9.0836,0.0631,0.0381,0.0048,0.4262,0.1987,9.9335,0.0317,0.0391,0.0109,0.7685,0.0407,9.7851,-0.0144,-0.0562,-0.0141
1976,32.5200718,3,rest_after_x,1.0989,0.7398,9.1554,0.0674,0.0381,0.0101,0.4118,0.2705,9.9814,0.0296,0.0402,0.013,0.7183,0.0335,9.9503,-0.0128,-0.061,-0.0112
1977,32.5352102,3,rest_after_x,1.0846,0.6991,9.1435,0.0621,0.0349,0.0083,0.3974,0.261,9.8545,0.0317,0.037,0.017,0.7422,0.0479,9.821,-0.0112,-0.057,-0.0141
1978,32.5559763,3,rest_after_x,1.1205,0.6871,9.1554,0.061,0.0352,0.0101,0.3974,0.2131,9.9383,0.033,0.0423,0.0104,0.747,0.0551,9.8737,-0.0096,-0.0607,-0.0141
1979,32.5846181,3,rest_after_x,1.0918,0.7446,9.1411,0.0634,0.0455,0.0077,0.3998,0.2394,9.9671,0.0266,0.0418,0.0165,0.7422,0.0168,9.8378,-0.0115,-0.0623,-0.0123
1980,32.5932897,3,rest_after_x,1.1253,0.7039,9.1195,0.0671,0.0389,0.008,0.3639,0.2203,9.8976,0.0293,0.0386,0.0133,0.723,0.0239,9.8881,-0.0115,-0.0613,-0.0144
1981,32.6185414,3,rest_after_x,1.1013,0.7398,9.1889,0.0634,0.0391,0.0064,0.395,0.2682,9.9551,0.0266,0.041,0.0096,0.7254,0.0311,9.9264,-0.0128,-0.0573,-0.016
1982,32.635715,3,rest_after_x,1.0894,0.7446,9.1315,0.0631,0.0389,0.008,0.4764,0.2466,9.8474,0.0306,0.0399,0.0136,0.7542,0.0862,9.7731,-0.0117,-0.0615,-0.0168
1983,32.6416975,3,rest_after_x,1.1588,0.7398,9.086,0.0663,0.0389,0.0072,0.3855,0.2514,9.9383,0.0312,0.0378,0.0133,0.7183,0.0575,9.8066,-0.0138,-0.0605,-0.0123
1984,32.6602819,3,rest_after_x,1.0965,0.7614,9.1363,0.0618,0.0389,0.0069,0.4094,0.2682,9.9958,0.0341,0.0402,0.0152,0.735,0.0551,9.8904,-0.0144,-0.0581,-0.0136
1985,32.6795912,3,rest_after_x,1.142,0.6991,9.2009,0.0647,0.0381,0.0099,0.3998,0.2514,9.8689,0.0248,0.0368,0.0133,0.7757,0.012,9.8138,-0.0165,-0.0615,-0.0154
1986,32.7021277,3,rest_after_x,1.087,0.723,9.1578,0.0706,0.0338,0.0067,0.4214,0.2274,9.9575,0.0306,0.0434,0.0154,0.7087,-0.0263,9.8282,-0.013,-0.0626,-0.0154
1987,32.7158748,3,rest_after_x,1.154,0.7566,9.1459,0.0615,0.0402,0.004,0.4238,0.2035,9.9264,0.0266,0.0418,0.0128,0.7446,0.012,9.8378,-0.012,-0.0591,-0.0157
1988,32.7440022,3,rest_after_x,1.0822,0.7087,9.0716,0.0618,0.0354,0.0048,0.4238,0.2298,9.8689,0.0296,0.0415,0.0138,0.7302,0.0599,9.8258,-0.0115,-0.0618,-0.0117
1989,32.7579351,3,rest_after_x,1.1037,0.7254,9.1506,0.0607,0.0413,0.0056,0.3974,0.2873,9.9,0.0306,0.0346,0.0136,0.7638,0.0383,9.8306,-0.012,-0.0591,-0.0152
1990,32.7757429,3,rest_after_x,1.1181,0.7063,9.1267,0.0615,0.0429,0.0064,0.3926,0.2155,9.9431,0.0277,0.0437,0.0141,0.747,0.0048,9.8689,-0.0133,-0.0599,-0.0133
1991,32.7902722,3,rest_after_x,1.142,0.7159,9.1028,0.0644,0.0386,0.0112,0.4094,0.2179,9.9288,0.0256,0.037,0.0138,0.7518,0.0718,9.8833,-0.0101,-0.0575,-0.0141
1992,32.8185974,3,rest_after_x,1.1157,0.7566,9.1722,0.0602,0.0447,0.0104,0.4094,0.2298,9.9431,0.0314,0.0376,0.0138,0.723,0.0479,9.8904,-0.0146,-0.057,-0.0123
1993,32.8232367,3,rest_after_x,1.1325,0.7111,9.1219,0.069,0.0391,0.0064,0.3807,0.2705,9.8737,0.0288,0.0394,0.0149,0.7446,0.067,9.8713,-0.008,-0.061,-0.0149
1994,32.8406569,3,rest_after_x,1.1684,0.7207,9.1674,0.0666,0.0394,0.0088,0.3998,0.2442,9.9192,0.0314,0.0389,0.0149,0.7494,0.0431,9.8545,-0.0117,-0.0634,-0.0123
1995,32.8585906,3,rest_after_x,1.1301,0.6943,9.1219,0.0594,0.0434,0.0104,0.3855,0.2274,9.8593,0.0344,0.0394,0.0162,0.7254,0.0072,9.8234,-0.0146,-0.0642,-0.0104
1996,32.877293,3,rest_after_x,1.1205,0.7015,9.1219,0.0629,0.0407,0.0085,0.4022,0.2538,9.8833,0.0293,0.0413,0.0162,0.7254,0.0599,9.809,-0.0136,-0.0597,-0.0165
1997,32.9012386,3,rest_after_x,1.0918,0.7159,9.1339,0.0655,0.0405,0.008,0.4238,0.2705,9.9072,0.0296,0.0368,0.0125,0.735,0.0599,9.8019,-0.0115,-0.0636,-0.0157
1998,32.917611,3,rest_after_x,1.1181,0.7183,9.0956,0.0636,0.037,0.0056,0.3807,0.2203,9.8881,0.0282,0.0386,0.0154,0.7374,0.0335,9.8497,-0.0107,-0.0594,-0.0192
1999,32.9348422,3,rest_after_x,1.0726,0.6895,9.1387,0.0629,0.0399,0.008,0.3903,0.2107,9.9048,0.0296,0.0397,0.0128,0.7398,0.012,9.8545,-0.0091,-0.0581,-0.0157
2000,32.9500328,3,rest_after_x,1.1037,0.723,9.153,0.0607,0.0386,0.0032,0.4118,0.2274,9.9288,0.0277,0.0381,0.012,0.7638,0.0455,9.833,-0.0109,-0.0591,-0.0165
2001,32.9663934,3,rest_after_x,1.1037,0.6776,9.1626,0.0613,0.0344,0.0083,0.4142,0.237,9.9072,0.0288,0.0394,0.012,0.7566,0.0311,9.7564,-0.0099,-0.0626,-0.0162
2002,32.98682,3,rest_after_x,1.1301,0.7135,9.1866,0.0692,0.0389,0.0088,0.4094,0.261,9.9359,0.029,0.0386,0.0146,0.7398,0.0335,9.7875,-0.0091,-0.0663,-0.0141
2003,33.0082019,3,rest_after_x,1.1061,0.7111,9.2775,0.0652,0.0349,0.0024,0.4022,0.2298,9.9359,0.0301,0.0405,0.0176,0.7398,0.0048,9.8114,-0.008,-0.0618,-0.0141
2004,33.0272132,3,rest_after_x,1.1061,0.6919,9.0932,0.0629,0.0389,0.0029,0.3711,0.2658,9.8952,0.0274,0.041,0.0144,0.7518,0.0311,9.8114,-0.0157,-0.0583,-0.0176
2005,33.0413112,3,rest_after_x,1.1444,0.6967,9.1985,0.0631,0.0402,0.0093,0.395,0.2418,9.8665,0.0293,0.0402,0.0173,0.759,0,9.7779,-0.0088,-0.0639,-0.012
2006,33.0689909,3,rest_after_x,1.1301,0.6991,9.0908,0.0652,0.0397,0.0037,0.4166,0.2538,9.8497,0.029,0.0383,0.0107,0.7326,0.0096,9.7995,-0.0091,-0.0623,-0.0176
2007,33.0771133,3,rest_after_x,1.1133,0.7518,9.1554,0.0668,0.037,0.0067,0.395,0.2203,9.8497,0.028,0.0376,0.0096,0.7207,0.0359,9.8354,-0.0096,-0.0565,-0.0128
2008,33.0936119,3,rest_after_x,1.0846,0.747,9.1674,0.0631,0.0399,0.0043,0.4142,0.2801,9.924,0.0285,0.0397,0.0141,0.7542,0.0407,9.8497,-0.012,-0.0583,-0.013
2009,33.1101977,3,rest_after_x,1.0942,0.7183,9.0716,0.0581,0.0354,0.0037,0.4094,0.2251,9.9335,0.0312,0.0402,0.0115,0.7494,0.0407,9.7899,-0.0091,-0.0623,-0.0149
2010,33.1310037,3,rest_after_x,1.0822,0.7135,9.0836,0.0605,0.0399,0.0048,0.4166,0.2682,9.8928,0.0293,0.041,0.013,0.7302,0.0503,9.7731,-0.0112,-0.061,-0.0141
2011,36.1659621,4,pitch_y,1.1229,0.6967,9.1028,0.0636,0.0402,0.0053,0.3711,0.2251,9.9479,0.0312,0.0397,0.0133,0.7278,0.0599,9.8904,-0.0133,-0.0605,-0.0165
2012,36.1663479,4,pitch_y,1.0942,0.7254,9.1387,0.0631,0.0397,0.0069,0.395,0.2562,9.9503,0.0304,0.036,0.0125,0.7254,0.0335,9.833,-0.012,-0.0597,-0.0149
2013,36.166789,4,pitch_y,1.1229,0.7183,9.0836,0.0666,0.0338,0.0107,0.3759,0.237,9.8833,0.0301,0.0391,0.0162,0.7422,0.0431,9.8617,-0.013,-0.0621,-0.0162
2014,36.1671357,4,pitch_y,1.0942,0.6967,9.1363,0.0613,0.0447,0.008,0.395,0.2729,9.8569,0.0322,0.0381,0.0154,0.7326,0.067,9.8306,-0.0112,-0.0621,-0.012
2015,36.1674672,4,pitch_y,1.1229,0.7135,9.1004,0.0655,0.0421,0.004,0.4214,0.2131,9.9168,0.029,0.0399,0.0112,0.7183,0.0431,9.8258,-0.0107,-0.0583,-0.0152
2016,36.1677964,4,pitch_y,1.0918,0.7254,9.1267,0.0655,0.0397,0.0045,0.3974,0.2394,9.9335,0.033,0.0381,0.0117,0.7183,0.0407,9.8761,-0.0101,-0.0623,-0.0109
2017,36.1681494,4,pitch_y,1.0989,0.7159,9.1099,0.0668,0.0405,0.008,0.4166,0.2682,9.9168,0.0304,0.037,0.012,0.7302,0.0718,9.8306,-0.0117,-0.0658,-0.0138
2018,36.1684802,4,pitch_y,1.1157,0.747,9.1171,0.0623,0.0383,0.0099,0.3998,0.2298,9.9455,0.0304,0.0431,0.012,0.759,0.0168,9.7851,-0.013,-0.0549,-0.0162
2019,36.1688089,4,pitch_y,1.1301,0.7159,9.0956,0.0658,0.0439,0.0048,0.4166,0.2203,9.8904,0.0306,0.0394,0.0184,0.723,0.0407,9.8904,-0.0048,-0.0626,-0.0154
2020,36.1691811,4,pitch_y,1.0798,0.6919,9.0668,0.0623,0.0418,0.008,0.4286,0.2562,9.9311,0.0293,0.0413,0.0123,0.7278,0.0335,9.8545,-0.0099,-0.061,-0.0115
2021,36.1695592,4,pitch_y,1.1133,0.7446,9.1099,0.0591,0.0383,0.0085,0.407,0.237,9.924,0.0277,0.0405,0.0168,0.7326,0.067,9.809,-0.0099,-0.0634,-0.0152
2022,36.1698871,4,pitch_y,1.0894,0.7159,9.153,0.066,0.0397,0.0069,0.3855,0.249,9.9359,0.0317,0.0381,0.0138,0.7063,0.0192,9.833,-0.0125,-0.0607,-0.0181
2023,36.1702313,4,pitch_y,1.0582,0.7278,9.0788,0.0636,0.0381,0.0061,0.407,0.2322,9.9072,0.0258,0.0394,0.0115,0.7254,0.079,9.9192,-0.0149,-0.0613,-0.017
2024,36.170573,4,pitch_y,1.1492,0.7039,9.1866,0.0684,0.0394,0.008,0.4262,0.2394,9.8833,0.029,0.0389,0.0138,0.7254,0.0359,9.8569,-0.0123,-0.0583,-0.0157
2025,36.1709005,4,pitch_y,1.1779,0.7039,9.1219,0.0613,0.0368,0.0064,0.4118,0.2107,9.924,0.0274,0.0383,0.0162,0.7518,0.0431,9.8354,-0.0117,-0.0631,-0.0136
2026,36.1712276,4,pitch_y,1.0942,0.7614,9.1387,0.0644,0.0386,0.0053,0.3926,0.2729,9.912,0.0288,0.0391,0.0117,0.7518,0.0958,9.8258,-0.0128,-0.0599,-0.0168
2027,36.1715526,4,pitch_y,1.1037,0.7638,9.1578,0.0623,0.0413,0.0109,0.3998,0.2442,9.9288,0.0349,0.0383,0.0115,0.7278,0.012,9.8234,-0.0157,-0.0605,-0.0138
2028,36.1718781,4,pitch_y,1.1133,0.7207,9.165,0.0629,0.037,0.0061,0.4094,0.1915,9.8665,0.0285,0.0389,0.0125,0.7422,0.0455,9.7923,-0.0099,-0.0618,-0.017
2029,36.1722152,4,pitch_y,1.1037,0.6895,9.1482,0.0652,0.0442,0.0085,0.3998,0.2227,9.8809,0.0298,0.0394,0.0138,0.7207,0.0431,9.8138,-0.0149,-0.0599,-0.0154
2030,36.1725411,4,pitch_y,1.1109,0.7087,9.1698,0.0682,0.0399,0.0091,0.4022,0.2442,9.9288,0.0312,0.0376,0.0144,0.7278,0.0335,9.8713,-0.0138,-0.0551,-0.016
2031,36.1728609,4,pitch_y,1.1253,0.7183,9.1626,0.0634,0.0445,0.0096,0.4525,0.2538,9.912,0.0314,0.0407,0.0146,0.7661,0.0407,9.8976,-0.0096,-0.0607,-0.0136
