sample_idx,t_pc_s,segment_id,label,orta_acc_x,orta_acc_y,orta_acc_z,orta_gyro_x,orta_gyro_y,orta_gyro_z,sol_acc_x,sol_acc_y,sol_acc_z,sol_gyro_x,sol_gyro_y,sol_gyro_z,sag_acc_x,sag_acc_y,sag_acc_z,sag_gyro_x,sag_gyro_y,sag_gyro_z
1222,18.9537877,2,yaw_x,1.1396,0.6895,9.1291,0.0647,0.0466,0.0043,0.419,0.2107,9.9096,0.0322,0.0455,0.0109,0.7829,0.0431,9.8545,-0.0115,-0.0538,-0.0168
1223,18.9695395,2,yaw_x,1.1085,0.6752,9.1506,0.0671,0.0437,0.0056,0.4334,0.17,9.9431,0.0314,0.0439,0.0136,0.7278,0.0694,9.8138,-0.0093,-0.0573,-0.0173
1224,18.9853035,2,yaw_x,1.1301,0.68,9.2033,0.0687,0.0455,0.0083,0.4214,0.2394,9.9431,0.0376,0.0445,0.012,0.759,0.0168,9.809,-0.0051,-0.0575,-0.0138
1225,19.001019,2,yaw_x,1.1396,0.7039,9.1004,0.0668,0.0426,0.0091,0.4166,0.2658,9.9335,0.0322,0.0442,0.0165,0.6895,0.0263,9.8952,-0.0096,-0.0567,-0.0136
1226,19.0173953,2,yaw_x,1.1803,0.7278,9.1698,0.0631,0.0407,0.0104,0.4142,0.2011,9.8737,0.0322,0.0421,0.0138,0.6728,0.0024,9.912,-0.0128,-0.0586,-0.012
1227,19.0483781,2,yaw_x,1.1109,0.7254,9.1506,0.0602,0.041,0.0059,0.4238,0.1987,9.8952,0.0301,0.0413,0.0104,0.7254,0.0335,9.8617,-0.0136,-0.0581,-0.0136
1228,19.0539784,2,yaw_x,1.1229,0.7159,9.1075,0.0714,0.0474,0.0064,0.4118,0.2155,9.9503,0.0306,0.0373,0.0133,0.7422,0.0383,9.8545,-0.0117,-0.0578,-0.0168
1229,19.0703374,2,yaw_x,1.1277,0.7638,9.1267,0.066,0.0423,0.0048,0.3663,0.249,9.8833,0.0338,0.0389,0.012,0.7566,0.0359,9.8737,-0.0088,-0.0629,-0.0154
1230,19.1017668,2,yaw_x,1.075,0.7302,9.1722,0.0666,0.0402,0.0056,0.3759,0.1963,9.9216,0.0344,0.0399,0.0176,0.7805,0.0383,9.7707,-0.0107,-0.0589,-0.0165
1231,19.1114285,2,yaw_x,1.1181,0.7039,9.2009,0.0668,0.0407,0.0077,0.3903,0.2155,9.9168,0.0357,0.0376,0.0144,0.7302,0.0383,9.7923,-0.0123,-0.0602,-0.0112
1232,19.1270879,2,yaw_x,1.1133,0.7135,9.1363,0.0676,0.0378,0.0061,0.3879,0.2107,9.8593,0.0298,0.036,0.0162,0.7254,0.0263,9.8857,-0.0045,-0.0684,-0.0146
1233,19.1465856,2,yaw_x,1.1229,0.7302,9.2129,0.07,0.0354,0.0117,0.4214,0.2011,9.9383,0.036,0.0344,0.0168,0.7254,-0.0024,9.8162,-0.0045,-0.0663,-0.0109
1234,19.1625479,2,yaw_x,1.0989,0.68,9.1411,0.0666,0.0378,0.0069,0.4118,0.2227,9.9383,0.0285,0.0399,0.0133,0.7638,0.0383,9.8641,-0.012,-0.0567,-0.0184
1235,19.1783441,2,yaw_x,1.1133,0.7326,9.1435,0.066,0.0402,0.0011,0.4214,0.2107,9.8904,0.0282,0.0394,0.013,0.7302,0.0383,9.8641,-0.0104,-0.0631,-0.0184
1236,19.2102129,2,yaw_x,1.1468,0.7326,9.1004,0.065,0.0368,0.0091,0.419,0.2394,9.9383,0.0285,0.0389,0.0104,0.7422,0.0742,9.8713,-0.0117,-0.0647,-0.0146
1237,19.2267136,2,yaw_x,1.1277,0.7518,9.1602,0.0671,0.0381,0.0048,0.4381,0.2394,9.9072,0.0317,0.0373,0.013,0.7111,0.0431,9.8138,-0.0104,-0.0634,-0.0168
1238,19.2425431,2,yaw_x,1.1205,0.7111,9.1339,0.0668,0.0407,0.0048,0.4142,0.2011,9.9575,0.0288,0.0381,0.0125,0.7183,0.0527,9.8402,-0.0091,-0.0573,-0.0141
1239,19.2588721,2,yaw_x,1.1229,0.7278,9.1435,0.0652,0.0429,0.0072,0.4286,0.2107,9.9264,0.0312,0.041,0.0128,0.7542,0.0718,9.8306,-0.0093,-0.0565,-0.0123
1240,19.2756652,2,yaw_x,1.1229,0.6991,9.1291,0.0666,0.0354,0.0075,0.407,0.1963,9.9958,0.0314,0.0349,0.0144,0.7278,0.067,9.8569,-0.0099,-0.0599,-0.0136
1241,19.2915695,2,yaw_x,1.1181,0.7278,9.1387,0.065,0.0357,0.0077,0.4381,0.2298,9.912,0.029,0.0383,0.0107,0.747,0.0527,9.8019,-0.0077,-0.0613,-0.0157
1242,19.3073884,2,yaw_x,1.1396,0.7039,9.177,0.0629,0.0362,0.0075,0.3759,0.2298,9.9479,0.0274,0.0407,0.0093,0.7278,0.0263,9.845,-0.0059,-0.0621,-0.016
1243,19.323549,2,yaw_x,1.1013,0.7015,9.1411,0.0652,0.0362,0.0067,0.4501,0.2059,9.9383,0.0333,0.0394,0.0115,0.759,0.0072,9.8545,-0.0064,-0.0626,-0.0154
1244,19.3550516,2,yaw_x,1.1205,0.7422,9.153,0.0671,0.0365,0.0093,0.419,0.1963,9.9048,0.0317,0.0389,0.012,0.735,0.0742,9.8378,-0.0112,-0.0655,-0.0165
1245,19.371569,2,yaw_x,1.0989,0.7518,9.1578,0.0748,0.0376,0.0096,0.4166,0.2131,9.9455,0.0336,0.0407,0.0178,0.7374,0.0575,9.8378,-0.0125,-0.0644,-0.016
1246,19.3876916,2,yaw_x,1.1325,0.7159,9.1602,0.0642,0.0458,0.0053,0.4046,0.2227,9.9455,0.0325,0.036,0.0152,0.7638,0.0359,9.7755,-0.004,-0.0621,-0.0194
1247,19.4080864,2,yaw_x,1.1109,0.7183,9.1578,0.0684,0.0397,0.0056,0.431,0.2011,9.9383,0.0306,0.0383,0.0104,0.7207,0.0168,9.8019,-0.0088,-0.0626,-0.0162
1248,19.4241527,2,yaw_x,1.1133,0.7278,9.1602,0.065,0.0397,0.0043,0.4142,0.2155,9.9311,0.0288,0.0378,0.0112,0.7135,0.0575,9.8809,-0.0075,-0.0597,-0.0138
1249,19.4400201,2,yaw_x,1.1157,0.6871,9.1554,0.0658,0.0383,0.0059,0.4238,0.2131,9.9311,0.0272,0.0383,0.0133,0.7446,0.0646,9.7971,-0.0109,-0.0623,-0.0178
1250,19.4556375,2,yaw_x,1.1205,0.6847,9.1626,0.0668,0.0341,0.0059,0.3807,0.2586,9.9024,0.033,0.0402,0.0125,0.723,0.0646,9.8474,-0.0136,-0.0631,-0.0165
1251,19.4719055,2,yaw_x,1.1205,0.7183,9.1243,0.0605,0.037,0.0088,0.4094,0.249,9.9551,0.0312,0.0378,0.0107,0.7278,0.0311,9.8617,-0.0125,-0.065,-0.0154
1252,19.4878126,2,yaw_x,1.1372,0.7446,9.1051,0.0626,0.0368,0.0083,0.431,0.2322,9.9479,0.0269,0.0389,0.0136,0.7494,0.0359,9.8258,-0.0144,-0.0621,-0.013
1253,19.5039265,2,yaw_x,1.1301,0.6776,9.1459,0.0581,0.0402,0.0029,0.4908,0.2203,9.8857,0.0274,0.0386,0.0136,0.7614,0.0263,9.7947,-0.0128,-0.0623,-0.0149
1254,19.5202268,2,yaw_x,1.1133,0.7326,9.1722,0.0639,0.0362,0.0048,0.4142,0.2274,9.8737,0.0269,0.0373,0.0162,0.6991,0.0287,9.7827,-0.0101,-0.0602,-0.0154
1255,19.551775,2,yaw_x,1.1061,0.6895,9.1626,0.0671,0.0394,0.0067,0.4046,0.2227,9.9311,0.029,0.037,0.0123,0.7566,0.0814,9.8833,-0.0104,-0.0629,-0.0162
1256,19.5676726,2,yaw_x,1.0918,0.7302,9.1985,0.0663,0.0429,0.0077,0.4214,0.2346,9.8761,0.028,0.0386,0.0146,0.7183,0.0503,9.7875,-0.0149,-0.0607,-0.0181
1257,19.5840993,2,yaw_x,1.1372,0.7111,9.1674,0.0623,0.0418,0.0072,0.4094,0.1939,9.9048,0.0296,0.0394,0.0107,0.7709,0.0479,9.8641,-0.013,-0.0599,-0.0138
1258,19.6002856,2,yaw_x,1.1061,0.759,9.0812,0.0629,0.0354,0.0088,0.4286,0.2203,9.912,0.0282,0.0397,0.013,0.7063,0.0766,9.8354,-0.0128,-0.0623,-0.0152
1259,19.6162799,2,yaw_x,1.1061,0.7518,9.1075,0.0623,0.037,0.008,0.4022,0.2251,9.9192,0.0266,0.0407,0.0181,0.6967,0.0144,9.7851,-0.0128,-0.0613,-0.0162
1260,19.6323675,2,yaw_x,1.0942,0.6823,9.1147,0.0621,0.0378,0.0067,0.3759,0.2394,9.9072,0.0274,0.0391,0.0149,0.7254,0.0622,9.7995,-0.012,-0.0618,-0.0168
1261,19.6457053,2,yaw_x,1.1133,0.7254,9.1123,0.0634,0.0352,0.008,0.419,0.1844,9.9216,0.0341,0.0322,0.0133,0.7685,0.0335,9.8474,-0.0069,-0.0599,-0.013
1262,19.6659521,2,yaw_x,1.1396,0.7015,9.1099,0.0652,0.0397,0.008,0.4381,0.2107,9.8904,0.0296,0.0368,0.0141,0.7566,0.0359,9.8138,-0.0136,-0.0636,-0.0136
1263,19.6978732,2,yaw_x,1.142,0.7326,9.1411,0.0634,0.0418,0.0083,0.4214,0.237,9.9359,0.0317,0.0418,0.0107,0.7159,0.0551,9.809,-0.0093,-0.0581,-0.0165
1264,19.7137341,2,yaw_x,1.1181,0.7183,9.165,0.0634,0.0418,0.0043,0.4381,0.2442,9.9575,0.0272,0.0399,0.0136,0.735,0.0215,9.833,-0.0099,-0.0626,-0.0128
1265,19.7296267,2,yaw_x,1.1085,0.7063,9.1339,0.0668,0.0426,0.004,0.4094,0.2442,9.8857,0.0285,0.0399,0.0128,0.747,0.0646,9.8043,-0.0085,-0.0626,-0.0165
1266,19.7453872,2,yaw_x,1.1372,0.7254,9.1602,0.066,0.0389,0.0075,0.431,0.2179,9.9311,0.0325,0.0381,0.0133,0.7757,0.0766,9.845,-0.008,-0.0591,-0.0138
1267,19.7620247,2,yaw_x,1.1301,0.7159,9.1387,0.0642,0.0426,0.008,0.4286,0.2107,9.9383,0.0264,0.0389,0.0146,0.7278,0.0431,9.912,-0.0101,-0.0644,-0.017
1268,19.7770979,2,yaw_x,1.1372,0.7015,9.1913,0.0663,0.0391,0.0059,0.4357,0.2274,9.8928,0.0232,0.0413,0.0176,0.7422,0.0599,9.7827,-0.0136,-0.0652,-0.0152
1269,19.7929024,2,yaw_x,1.1133,0.7063,9.1506,0.0644,0.0469,0.0093,0.4214,0.2322,9.8952,0.0282,0.0399,0.012,0.747,0.0455,9.7612,-0.0117,-0.0602,-0.0157
1270,19.808949,2,yaw_x,1.1253,0.7087,9.0836,0.0602,0.0423,0.008,0.4142,0.261,9.924,0.0261,0.0344,0.0136,0.7111,0.0622,9.8043,-0.0107,-0.0621,-0.0154
1271,19.8407774,2,yaw_x,1.1444,0.7374,9.177,0.0602,0.0344,0.0061,0.4214,0.249,9.8881,0.028,0.0376,0.0141,0.7302,0.0646,9.9,-0.0123,-0.0621,-0.0189
1272,19.8571018,2,yaw_x,1.1444,0.6847,9.1243,0.0682,0.0437,0.004,0.4286,0.2131,9.8857,0.0314,0.0431,0.0123,0.7542,0.0694,9.9048,-0.0093,-0.0655,-0.0162
1273,19.8727842,2,yaw_x,1.0918,0.6895,9.1411,0.0658,0.037,0.0067,0.3998,0.2155,9.9335,0.029,0.0383,0.0107,0.7566,0.0407,9.7731,-0.0096,-0.0615,-0.0138
1274,19.8886963,2,yaw_x,1.1301,0.7685,9.1411,0.0613,0.0391,0.0067,0.3974,0.1963,9.912,0.0285,0.0402,0.0178,0.7278,0.0239,9.8881,-0.0112,-0.0573,-0.0141
1275,19.9049936,2,yaw_x,1.1085,0.7398,9.1123,0.0655,0.0368,0.0075,0.3998,0.2131,9.9288,0.0253,0.0415,0.0125,0.7207,0.0934,9.8713,-0.0091,-0.0583,-0.0181
1276,19.9253754,2,yaw_x,1.1349,0.6967,9.1722,0.0613,0.0344,0.0072,0.4022,0.1844,9.9814,0.0296,0.0394,0.013,0.759,0.0503,9.8426,-0.0109,-0.0615,-0.0149
1277,19.940908,2,yaw_x,1.1325,0.7278,9.1291,0.0703,0.041,0.0064,0.4501,0.2131,9.8881,0.0274,0.0391,0.0133,0.7494,0.0431,9.8713,-0.0146,-0.0626,-0.0141
1278,19.9570944,2,yaw_x,1.1301,0.7063,9.1387,0.0636,0.0378,0.0107,0.4357,0.2514,9.9623,0.0301,0.0386,0.012,0.7302,0.0263,9.7923,-0.0115,-0.0618,-0.0138
1279,19.9729827,2,yaw_x,1.1277,0.7326,9.0788,0.0666,0.0431,0.0072,0.4334,0.2131,9.9192,0.0341,0.0394,0.0112,0.7374,0.067,9.7995,-0.0104,-0.0586,-0.0141
1280,19.9887446,2,yaw_x,1.1061,0.6823,9.1554,0.0668,0.0437,0.0059,0.4286,0.2298,9.8761,0.029,0.0365,0.0107,0.7494,0.0431,9.8881,-0.0099,-0.0605,-0.0146
1281,20.0202059,2,yaw_x,1.1396,0.7063,9.1889,0.061,0.0389,0.0064,0.4621,0.2322,9.912,0.0376,0.0394,0.0146,0.735,0.0263,9.9048,-0.0107,-0.0618,-0.0154
1282,20.0361183,2,yaw_x,1.1229,0.68,9.2177,0.0684,0.0381,0.0064,0.4238,0.2298,9.9359,0.0338,0.037,0.0154,0.7135,0.0383,9.8737,-0.012,-0.0639,-0.0144
1283,20.0518573,2,yaw_x,1.1109,0.7111,9.1411,0.0658,0.041,0.0027,0.4142,0.1915,9.8976,0.0298,0.0423,0.0099,0.7518,0.0431,9.7444,-0.012,-0.0594,-0.016
1284,20.0675376,2,yaw_x,1.1157,0.7159,9.0812,0.0642,0.0397,0.0072,0.4142,0.2346,9.8593,0.0282,0.0394,0.013,0.7614,0.0622,9.8354,-0.0136,-0.0621,-0.0133
1285,20.0841589,2,yaw_x,1.1253,0.7039,9.1267,0.0634,0.0376,0.0061,0.431,0.2418,9.8737,0.0288,0.0383,0.013,0.7135,0.079,9.8713,-0.0125,-0.0605,-0.0138
1286,20.1000154,2,yaw_x,1.0846,0.7374,9.153,0.0636,0.0352,0.0064,0.4381,0.2227,9.9838,0.0341,0.0338,0.0133,0.759,0.0407,9.8665,-0.0133,-0.0618,-0.0123
1287,20.116593,2,yaw_x,1.1037,0.6967,9.153,0.0626,0.0426,0.0067,0.4286,0.2346,9.9503,0.0309,0.036,0.0176,0.7302,0.0311,9.9647,-0.013,-0.0575,-0.0154
1288,20.1321939,2,yaw_x,1.1277,0.68,9.1291,0.0687,0.036,0.0067,0.4094,0.249,9.8952,0.0293,0.0362,0.0093,0.7614,0.0263,9.8354,-0.0104,-0.0636,-0.0146
1289,20.1643055,2,yaw_x,1.087,0.6823,9.1028,0.0639,0.0381,0.0091,0.4238,0.2011,9.9455,0.0298,0.037,0.0154,0.7614,0.0503,9.833,-0.0115,-0.0644,-0.0125
1290,20.1893739,2,yaw_x,1.1229,0.7135,9.2009,0.0658,0.0368,0.0048,0.4286,0.2227,9.9192,0.0293,0.0376,0.0168,0.759,0.0622,9.7827,-0.0091,-0.0605,-0.0136
1291,20.189774,2,yaw_x,1.1396,0.723,9.1435,0.0663,0.0407,0.0045,0.4334,0.2418,9.8881,0.0325,0.0368,0.0149,0.7398,0.0599,9.8833,-0.013,-0.0607,-0.0146
1292,20.2049956,2,yaw_x,1.1181,0.7159,9.1051,0.0668,0.0389,0.0075,0.3759,0.2011,9.9168,0.0341,0.0391,0.0128,0.7111,0.0359,9.8354,-0.0088,-0.0597,-0.0162
1293,20.2372168,2,yaw_x,1.1205,0.7207,9.1339,0.0698,0.0394,0.0093,0.4022,0.1867,9.9383,0.0341,0.0407,0.0138,0.7661,0.0335,9.7707,-0.0109,-0.0613,-0.0152
1294,20.2531598,2,yaw_x,1.1468,0.6967,9.1411,0.0708,0.0429,0.0083,0.395,0.2346,9.8785,0.0357,0.0394,0.0154,0.7733,0.0742,9.845,-0.0067,-0.0594,-0.0109
1295,20.2689857,2,yaw_x,1.1253,0.7207,9.1267,0.0687,0.0402,0.012,0.4094,0.2418,9.9766,0.0282,0.0405,0.0117,0.7111,0.0527,9.8545,-0.0064,-0.0591,-0.0123
1296,20.2850826,2,yaw_x,1.0989,0.6967,9.1243,0.0674,0.0418,0.0101,0.4142,0.2322,9.8497,0.0312,0.0402,0.0184,0.7207,0.0575,9.8354,-0.0067,-0.0591,-0.0168
1297,20.300685,2,yaw_x,1.1372,0.7063,9.1722,0.0631,0.0389,0.0059,0.3903,0.2155,9.8881,0.028,0.0391,0.013,0.7542,0.0479,9.845,-0.008,-0.065,-0.0173
1298,20.3164486,2,yaw_x,1.1372,0.7039,9.1554,0.0727,0.0328,0.0053,0.4214,0.237,9.8833,0.0357,0.0407,0.0109,0.7326,0.012,9.8186,-0.0115,-0.0636,-0.0128
1299,20.3324244,2,yaw_x,1.1396,0.7398,9.1243,0.069,0.037,0.0091,0.3974,0.2466,9.8928,0.0274,0.0381,0.0144,0.7446,0.0646,9.8761,-0.0101,-0.0634,-0.0165
1300,20.348419,2,yaw_x,1.1061,0.759,9.1818,0.0655,0.0376,0.0096,0.4334,0.2155,9.9407,0.0304,0.0405,0.0109,0.7494,0.0287,9.7324,-0.008,-0.0639,-0.0107
1301,20.3804844,2,yaw_x,1.0965,0.6943,9.098,0.0647,0.0415,0.0072,0.419,0.249,10.003,0.029,0.0389,0.0141,0.7254,0.0335,9.8354,-0.012,-0.0663,-0.0146
1302,20.3967702,2,yaw_x,1.1349,0.7757,9.1506,0.0692,0.0402,0.0075,0.419,0.2298,9.9144,0.0309,0.0346,0.0133,0.7494,0.0646,9.8785,-0.0109,-0.0639,-0.0117
1303,20.4124258,2,yaw_x,1.1396,0.7207,9.1698,0.0644,0.0394,0.0091,0.3998,0.2298,9.8641,0.0336,0.0391,0.0162,0.7638,0.0551,9.742,-0.0088,-0.0562,-0.0112
1304,20.4282716,2,yaw_x,1.1492,0.7015,9.1937,0.0687,0.0402,0.0067,0.3831,0.2251,9.8952,0.0309,0.0402,0.0133,0.7829,0.0479,9.8617,-0.0128,-0.0605,-0.0141
1305,20.4480031,2,yaw_x,1.1085,0.7183,9.1722,0.065,0.0394,0.0061,0.4334,0.2514,9.9024,0.0306,0.0389,0.0173,0.7829,0.0503,9.8282,-0.0088,-0.0586,-0.0112
1306,20.4637553,2,yaw_x,1.1588,0.7566,9.1842,0.065,0.0386,0.0059,0.4381,0.2203,9.9455,0.0282,0.0376,0.0136,0.7015,0.0359,9.8521,-0.0107,-0.0607,-0.0125
1307,20.4794903,2,yaw_x,1.1301,0.6943,9.1339,0.0629,0.0399,0.0077,0.419,0.2203,9.9072,0.0288,0.0357,0.0152,0.7159,0.0551,9.8569,-0.0125,-0.0605,-0.0133
1308,20.4957693,2,yaw_x,1.1301,0.7422,9.153,0.0668,0.0362,0.008,0.3855,0.2346,9.9575,0.0298,0.0362,0.0178,0.747,0.0622,9.8402,-0.0067,-0.0602,-0.0125
1309,20.5121352,2,yaw_x,1.1133,0.6847,9.153,0.0642,0.0389,0.0059,0.419,0.2538,9.912,0.0322,0.0389,0.0083,0.7398,0.1125,9.8952,-0.0125,-0.0652,-0.0162
1310,20.52829,2,yaw_x,1.1085,0.735,9.1578,0.0676,0.0399,0.0096,0.3855,0.2251,9.9096,0.0314,0.0415,0.0149,0.7207,0.0718,9.7947,-0.0117,-0.0634,-0.0125
1311,20.5604191,2,yaw_x,1.1301,0.7111,9.1363,0.0668,0.0418,0.0053,0.4022,0.2418,9.912,0.0288,0.0368,0.0099,0.7566,0.0311,9.8138,-0.0104,-0.0652,-0.0165
1312,20.5760198,2,yaw_x,1.1349,0.7159,9.0573,0.0652,0.0397,-0.0005,0.4214,0.1939,9.9575,0.0365,0.0376,0.0168,0.7542,0.0407,9.8497,-0.012,-0.0629,-0.0165
1313,20.5919397,2,yaw_x,1.1181,0.735,9.1435,0.0634,0.0362,0.004,0.3998,0.2658,9.8881,0.0298,0.0402,0.0146,0.7566,0.0575,9.8378,-0.0117,-0.061,-0.0138
1314,20.6076565,2,yaw_x,1.1516,0.7111,9.177,0.0663,0.0328,0.004,0.407,0.2274,9.912,0.029,0.0418,0.0146,0.7063,0.0168,9.8474,-0.0045,-0.0639,-0.0154
1315,20.6236955,2,yaw_x,1.1564,0.723,9.1937,0.07,0.0338,0.0051,0.4238,0.237,9.924,0.0328,0.0378,0.0154,0.7446,0.0359,9.8138,-0.0107,-0.0605,-0.0141
1316,20.639499,2,yaw_x,1.1133,0.723,9.1435,0.065,0.0423,0.0051,0.4022,0.2251,10.0006,0.0317,0.0399,0.0133,0.7278,0.079,9.809,-0.0107,-0.0607,-0.0128
1317,20.6554823,2,yaw_x,1.1444,0.7254,9.1866,0.065,0.0341,0.0104,0.4118,0.2107,9.9216,0.0346,0.0391,0.017,0.7446,0.0479,9.8402,-0.0085,-0.0639,-0.0168
1318,20.6869235,2,yaw_x,1.0989,0.7326,9.0501,0.0706,0.0344,0.0053,0.3926,0.2203,9.9383,0.0333,0.0354,0.016,0.7398,0.0575,9.8354,-0.0104,-0.0578,-0.0136
1319,20.7015084,2,yaw_x,1.1277,0.7494,9.1818,0.066,0.0383,0.0083,0.4286,0.2346,9.9431,0.0285,0.0397,0.0117,0.7183,0.0503,9.8378,-0.0115,-0.0567,-0.017
1320,20.7162464,2,yaw_x,1.1756,0.7422,9.1075,0.0684,0.0397,0.0075,0.4334,0.2682,9.9407,0.0317,0.0376,0.012,0.7326,0.0407,9.8378,-0.0115,-0.0613,-0.0141
1321,20.7322533,2,yaw_x,1.1301,0.7087,9.2009,0.0655,0.0346,0.0043,0.4429,0.2777,9.8833,0.0333,0.0391,0.0162,0.7374,0.0431,9.845,-0.012,-0.0605,-0.0125
1322,20.7482026,2,yaw_x,1.1181,0.6919,9.1459,0.0631,0.037,0.0104,0.4118,0.2179,9.9814,0.0296,0.0349,0.0154,0.7709,0.0048,9.8426,-0.0056,-0.0613,-0.0144
1323,20.7638816,2,yaw_x,1.1516,0.7278,9.074,0.0655,0.0352,0.0128,0.4166,0.2083,9.8928,0.0293,0.0365,0.0154,0.7709,0.0646,9.8521,-0.0093,-0.0679,-0.0136
1324,20.7955711,2,yaw_x,1.166,0.735,9.1075,0.0658,0.0386,0.0085,0.4501,0.237,9.9575,0.0304,0.0418,0.0165,0.7494,0.0646,9.7875,-0.0088,-0.0597,-0.0181
1325,20.8123844,2,yaw_x,1.1564,0.7087,9.0932,0.0615,0.0368,0.0061,0.4621,0.2586,9.9383,0.0277,0.0399,0.0157,0.7087,0.0479,9.8737,-0.012,-0.0621,-0.012
1326,20.8275048,2,yaw_x,1.1468,0.7087,9.2081,0.0644,0.0431,0.0061,0.4166,0.2227,9.9192,0.0256,0.0376,0.0128,0.7278,0.0144,9.7659,-0.0093,-0.0626,-0.0146
1327,20.8426499,2,yaw_x,1.1444,0.7159,9.1937,0.0599,0.0421,0.0099,0.419,0.2777,9.9144,0.033,0.0381,0.0165,0.7135,0.0335,9.8066,-0.0107,-0.0583,-0.0152
1328,20.8588402,2,yaw_x,1.1708,0.7135,9.1123,0.0655,0.0362,0.0011,0.4453,0.1987,9.9814,0.0333,0.0394,0.016,0.7781,0.0766,9.9,-0.0099,-0.057,-0.0133
1329,20.8746312,2,yaw_x,1.1229,0.6967,9.1387,0.0631,0.0397,0.0085,0.4381,0.2514,9.8737,0.0296,0.0376,0.0117,0.7398,0.0215,9.8378,-0.0096,-0.0578,-0.0128
1330,20.8906885,2,yaw_x,1.1253,0.7063,9.1913,0.0631,0.0383,0.0069,0.4405,0.2394,9.8474,0.0293,0.0365,0.0083,0.7422,0.0407,9.8665,-0.0109,-0.0594,-0.0176
1331,20.9073202,2,yaw_x,1.1133,0.7278,9.2057,0.0647,0.0399,0.0051,0.4046,0.2418,9.9886,0.033,0.036,0.0152,0.7398,0.0718,9.809,-0.0072,-0.0623,-0.0154
1332,20.9389086,2,yaw_x,1.1325,0.7254,9.2057,0.0655,0.0381,0.0059,0.4214,0.2274,9.9479,0.0301,0.0405,0.0088,0.7542,0.0694,9.8881,-0.0123,-0.0602,-0.0165
1333,20.9437213,2,yaw_x,1.1205,0.7039,9.1435,0.0674,0.0386,0.0072,0.4429,0.2442,9.8689,0.0314,0.0423,0.0123,0.7566,0.0886,9.7803,-0.0091,-0.0629,-0.0144
1334,20.9757787,2,yaw_x,1.1061,0.7159,9.1291,0.0623,0.0429,0.0053,0.3903,0.2155,9.9335,0.0282,0.0354,0.0168,0.7685,0.0646,9.845,-0.013,-0.0589,-0.0146
1335,20.991911,2,yaw_x,1.1085,0.7159,9.177,0.069,0.0365,0.0072,0.395,0.2346,9.9479,0.0269,0.0415,0.0178,0.723,0.0766,9.8809,-0.0149,-0.0586,-0.016
1336,21.0081595,2,yaw_x,1.1588,0.7398,9.1482,0.0647,0.0421,0.0048,0.4214,0.2155,9.845,0.0333,0.0399,0.0138,0.7973,0.0215,9.8162,-0.0125,-0.0575,-0.0181
1337,21.0243167,2,yaw_x,1.1157,0.7326,9.1602,0.0668,0.0389,0.0085,0.4381,0.2227,9.8928,0.0293,0.0399,0.0099,0.7398,0.079,9.8593,-0.0109,-0.0597,-0.0152
1338,21.0399192,2,yaw_x,1.1157,0.7518,9.1866,0.0676,0.037,0.0037,0.431,0.237,9.8976,0.029,0.0389,0.0149,0.7422,0.0311,9.8689,-0.0069,-0.0594,-0.0123
1339,21.0557033,2,yaw_x,1.1253,0.7733,9.0932,0.0647,0.0376,0.0045,0.4429,0.237,9.9168,0.0282,0.0378,0.0109,0.7494,0.0503,9.8641,-0.0104,-0.0623,-0.012
1340,21.0721679,2,yaw_x,1.1516,0.7422,9.1195,0.0626,0.0365,0.0048,0.4118,0.2155,9.9551,0.0269,0.0378,0.0117,0.7518,0.0599,9.8761,-0.0107,-0.0634,-0.0162
1341,21.0877709,2,yaw_x,1.1013,0.7039,9.1411,0.0591,0.0405,0.0099,0.4046,0.2538,9.8904,0.0312,0.041,0.0176,0.7518,0.0527,9.8186,-0.0077,-0.0599,-0.0154
1342,21.1197528,2,yaw_x,1.1037,0.7829,9.1219,0.0605,0.0405,0.0085,0.4334,0.2274,9.9216,0.0306,0.0378,0.0138,0.7757,0.0359,9.7995,-0.0157,-0.0623,-0.0173
1343,21.1353664,2,yaw_x,1.1181,0.6943,9.1674,0.0629,0.0447,0.0091,0.3831,0.2466,9.9192,0.0261,0.0399,0.0109,0.7757,0.0096,9.8234,-0.0152,-0.0623,-0.0138
1344,21.1518897,2,yaw_x,1.1085,0.7422,9.1698,0.0629,0.0391,0.0067,0.4094,0.2705,9.9335,0.0261,0.0389,0.0146,0.759,0.0455,9.8402,-0.0125,-0.0623,-0.0125
1345,21.1681205,2,yaw_x,1.1708,0.7422,9.1315,0.0618,0.036,0.0021,0.431,0.2394,9.8114,0.0258,0.0461,0.0157,0.7614,0.0575,9.7779,-0.0146,-0.0583,-0.0136
1346,21.1841192,2,yaw_x,1.1468,0.7446,9.1099,0.065,0.0338,0.004,0.3974,0.2562,9.9814,0.0288,0.0391,0.0128,0.7877,0.0503,9.8713,-0.016,-0.0597,-0.0146
1347,21.2003226,2,yaw_x,1.154,0.7398,9.153,0.0652,0.0418,0.0096,0.4525,0.2322,9.9144,0.0298,0.0397,0.0149,0.7446,0.0407,9.8234,-0.0133,-0.0607,-0.0146
1348,21.2208065,2,yaw_x,1.1109,0.7207,9.1171,0.0626,0.0362,0.0051,0.3903,0.2729,9.9407,0.0309,0.0413,0.0138,0.7542,0.0551,9.8641,-0.0117,-0.0591,-0.0141
