sample_idx,t_pc_s,segment_id,label,orta_acc_x,orta_acc_y,orta_acc_z,orta_gyro_x,orta_gyro_y,orta_gyro_z,sol_acc_x,sol_acc_y,sol_acc_z,sol_gyro_x,sol_gyro_y,sol_gyro_z,sag_acc_x,sag_acc_y,sag_acc_z,sag_gyro_x,sag_gyro_y,sag_gyro_z
11,3.664545,1,rest_initial,1.1636,0.6967,9.2129,0.0642,0.0394,0.0133,0.4094,0.2729,9.8904,0.0301,0.0346,0.0152,0.826,0.0551,9.8426,-0.0104,-0.0586,-0.0141
12,3.6649035,1,rest_initial,1.1157,0.7278,9.1602,0.0623,0.0368,0.0067,0.431,0.2131,9.9264,0.0322,0.0399,0.0149,0.7781,0.0192,9.8162,-0.0107,-0.0615,-0.0136
13,3.6652463,1,rest_initial,1.1157,0.7183,9.1219,0.0652,0.0368,0.0048,0.4022,0.2035,9.9192,0.0277,0.0389,0.0138,0.8045,0.0263,9.8521,-0.0136,-0.0618,-0.0149
14,3.6656087,1,rest_initial,1.1109,0.6895,9.1028,0.0674,0.0418,0.0083,0.4357,0.2011,9.9096,0.0322,0.0394,0.0138,0.7925,0.0048,9.8426,-0.0088,-0.0594,-0.0123
15,3.6659507,1,rest_initial,1.1588,0.7015,9.1363,0.0676,0.0381,0.0056,0.431,0.2179,9.9144,0.0272,0.0397,0.0162,0.7518,0.0215,9.8521,-0.0128,-0.0618,-0.0144
16,3.6662979,1,rest_initial,1.1301,0.7326,9.153,0.066,0.0413,0.0035,0.4214,0.2251,9.8976,0.0272,0.0386,0.016,0.7829,0.0359,9.8378,-0.0125,-0.0615,-0.0138
17,3.6666394,1,rest_initial,1.1325,0.7278,9.1722,0.0634,0.0333,0.0029,0.4166,0.2298,9.9024,0.0301,0.0378,0.0141,0.7542,0.0455,9.8258,-0.0133,-0.0629,-0.0133
18,3.6669775,1,rest_initial,1.0989,0.6608,9.1698,0.0631,0.0402,0.0051,0.4046,0.2274,9.9335,0.0264,0.0407,0.0107,0.7518,0.0335,9.7636,-0.0112,-0.0631,-0.0128
19,3.6673098,1,rest_initial,1.0965,0.6991,9.1842,0.0607,0.0445,0.0077,0.407,0.2322,9.9383,0.029,0.0405,0.0146,0.7781,0.067,9.7995,-0.0107,-0.0594,-0.0141
20,3.6676604,1,rest_initial,1.1349,0.7278,9.1913,0.0671,0.0368,0.008,0.3687,0.2227,9.9431,0.0341,0.0376,0.0077,0.7805,0.012,9.7755,-0.0125,-0.0644,-0.0181
21,3.6680015,1,rest_initial,1.1109,0.747,9.1506,0.0668,0.0381,0.0069,0.3855,0.2418,9.9647,0.0301,0.0383,0.0154,0.7781,0.0479,9.8186,-0.0117,-0.0613,-0.0149
22,3.6683391,1,rest_initial,1.1277,0.7015,9.1794,0.0636,0.0352,0.0051,0.431,0.1867,9.9072,0.0288,0.0413,0.0115,0.7949,0.0479,9.7875,-0.0101,-0.0597,-0.0141
23,3.6686744,1,rest_initial,1.1444,0.7446,9.1626,0.0626,0.0373,0.0048,0.4429,0.2251,9.9407,0.0325,0.0415,0.0141,0.7805,0.0335,9.8569,-0.0138,-0.0578,-0.0115
24,3.669096,1,rest_initial,1.1468,0.7278,9.0668,0.0671,0.0383,0.0096,0.3998,0.2155,9.9599,0.0256,0.0386,0.0104,0.759,-0.0048,9.8043,-0.0138,-0.065,-0.0112
25,3.6694866,1,rest_initial,1.1612,0.723,9.1075,0.0626,0.0373,0.0072,0.3831,0.2538,9.9455,0.033,0.0418,0.0154,0.7302,0.0192,9.7899,-0.0138,-0.0586,-0.0168
26,3.6698339,1,rest_initial,1.1492,0.7111,9.1051,0.066,0.0383,0.0101,0.4118,0.2634,9.8952,0.0306,0.0399,0.0136,0.7709,0.0646,9.8497,-0.0136,-0.0613,-0.0154
27,3.6701685,1,rest_initial,1.1229,0.7135,9.1674,0.0623,0.0386,0.0088,0.3831,0.2107,9.9264,0.0288,0.0415,0.0104,0.8164,0.0479,9.8378,-0.0128,-0.0583,-0.0144
28,3.6705001,1,rest_initial,1.1205,0.7015,9.153,0.0647,0.0383,0.0061,0.3855,0.2274,9.9383,0.033,0.0397,0.0154,0.7566,0.0431,9.8497,-0.0128,-0.0621,-0.0149
29,3.6708406,1,rest_initial,1.1372,0.7063,9.1722,0.0626,0.0383,0.0061,0.3998,0.2418,9.9551,0.0293,0.0354,0.0123,0.7685,0.0503,9.8761,-0.0099,-0.0591,-0.0136
30,3.6711753,1,rest_initial,1.1349,0.6919,9.1674,0.0639,0.0376,0.0077,0.3974,0.2346,9.9311,0.0285,0.0399,0.0112,0.7829,0.0024,9.8138,-0.0125,-0.0605,-0.0128
31,3.6715191,1,rest_initial,1.1205,0.6847,9.1554,0.066,0.0378,0.0051,0.431,0.2274,9.9503,0.0277,0.0378,0.0125,0.7709,0.0359,9.8186,-0.0112,-0.0621,-0.013
32,3.6718519,1,rest_initial,1.1372,0.7183,9.1746,0.0676,0.0354,0.0027,0.3974,0.2298,9.8785,0.0301,0.0386,0.0125,0.8236,0.0215,9.8713,-0.0085,-0.0599,-0.0146
33,3.6721815,1,rest_initial,1.1349,0.6967,9.0668,0.065,0.0407,0.0059,0.4238,0.2227,9.9671,0.0272,0.0405,0.0133,0.8045,0.0431,9.8306,-0.0152,-0.0602,-0.0109
34,3.6725224,1,rest_initial,1.1277,0.7111,9.098,0.0644,0.0365,0.0064,0.4094,0.2298,9.9383,0.029,0.0397,0.0154,0.7422,0.0479,9.8162,-0.0184,-0.0626,-0.0154
35,3.6728574,1,rest_initial,1.142,0.723,9.086,0.0652,0.0386,0.0053,0.4262,0.2466,9.9503,0.0306,0.0365,0.0146,0.7949,0.0072,9.8378,-0.0109,-0.0602,-0.0149
36,3.6732125,1,rest_initial,1.1253,0.7039,9.2057,0.0666,0.0415,0.0035,0.4214,0.2107,9.9407,0.0282,0.0391,0.0117,0.7685,0.0503,9.7755,-0.0157,-0.0636,-0.0141
37,3.6735607,1,rest_initial,1.1085,0.7398,9.1315,0.0666,0.0455,0.0064,0.3735,0.2634,9.9383,0.0272,0.0429,0.0133,0.7805,0.0527,9.8761,-0.016,-0.0613,-0.0125
38,3.6739526,1,rest_initial,1.1133,0.7638,9.0812,0.0692,0.0418,0.0075,0.407,0.2705,9.8952,0.0296,0.0402,0.0101,0.759,0.0335,9.8593,-0.0141,-0.0652,-0.016
39,3.6743413,1,rest_initial,1.1205,0.7015,9.1506,0.0615,0.0386,0.0075,0.4214,0.2682,9.8761,0.028,0.037,0.0181,0.7733,0.0192,9.8378,-0.0107,-0.0621,-0.0138
40,3.6746805,1,rest_initial,1.1923,0.7278,9.1459,0.0626,0.0399,0.0048,0.431,0.2418,9.924,0.0245,0.041,0.0149,0.7853,0.0455,9.8234,-0.0133,-0.0692,-0.012
41,3.6750299,1,rest_initial,1.1013,0.7326,9.165,0.0621,0.0338,0.0075,0.4334,0.2227,9.8737,0.0314,0.0407,0.0141,0.7614,0.0742,9.7899,-0.0117,-0.0629,-0.0138
42,3.6753653,1,rest_initial,1.1229,0.7111,9.1985,0.0634,0.0383,0.0072,0.4046,0.2418,9.8928,0.0285,0.0413,0.0141,0.7566,0.0383,9.8378,-0.0083,-0.0594,-0.0136
43,3.6757088,1,rest_initial,1.1349,0.7254,9.1004,0.0639,0.0399,0.0061,0.4286,0.2131,9.8976,0.0298,0.0394,0.0133,0.7709,0.0335,9.8545,-0.0085,-0.0602,-0.0162
44,3.6760493,1,rest_initial,1.1157,0.6919,9.0692,0.0602,0.0373,0.0083,0.4238,0.2466,9.9455,0.032,0.0402,0.016,0.7398,0.0551,9.7995,-0.0099,-0.0613,-0.0149
45,3.6763845,1,rest_initial,1.1349,0.7111,9.153,0.0652,0.0368,0.0083,0.4142,0.249,9.9431,0.0304,0.0407,0.0138,0.7853,0.0359,9.8426,-0.0128,-0.0605,-0.0154
46,3.6767183,1,rest_initial,1.1396,0.6967,9.153,0.0639,0.0365,0.0072,0.431,0.2179,9.8928,0.0328,0.0429,0.016,0.7877,0.0239,9.833,-0.0091,-0.0589,-0.0154
47,3.6771395,1,rest_initial,1.1253,0.7207,9.165,0.0652,0.0365,0.0083,0.3831,0.261,9.8785,0.0298,0.0383,0.017,0.7518,0.0239,9.8761,-0.0146,-0.0599,-0.0162
48,3.6777604,1,rest_initial,1.1253,0.723,9.2057,0.0631,0.0338,0.0032,0.4118,0.2586,9.9072,0.0285,0.0423,0.012,0.7973,0.0551,9.8426,-0.0107,-0.0613,-0.0096
49,3.6783293,1,rest_initial,1.1205,0.7135,9.1219,0.0621,0.0365,0.0088,0.4046,0.2322,9.9335,0.0312,0.0418,0.0149,0.7733,0.0479,9.8641,-0.0128,-0.0602,-0.0123
50,3.6789455,1,rest_initial,1.1301,0.7135,9.1219,0.065,0.0383,0.0112,0.419,0.2346,9.8976,0.0322,0.0362,0.0138,0.7733,0.0335,9.7803,-0.0149,-0.066,-0.0125
51,3.6793226,1,rest_initial,1.1372,0.6919,9.153,0.0682,0.0413,0.0088,0.3879,0.237,9.8282,0.0277,0.0413,0.0157,0.7997,0.0168,9.833,-0.0115,-0.0634,-0.0128
52,3.6796777,1,rest_initial,1.0989,0.6919,9.1506,0.0676,0.0391,0.008,0.3998,0.2729,9.9192,0.0282,0.0439,0.0107,0.8068,0.0335,9.8617,-0.013,-0.0573,-0.0168
53,3.6800293,1,rest_initial,1.1181,0.6943,9.1051,0.0639,0.0442,0.0064,0.4573,0.2203,9.8617,0.0304,0.0373,0.0141,0.7901,0.0287,9.8354,-0.0107,-0.0602,-0.016
54,3.6803684,1,rest_initial,1.1516,0.7087,9.098,0.0647,0.0399,0.0056,0.395,0.2298,9.924,0.0296,0.0402,0.0141,0.7733,0.0335,9.8785,-0.0117,-0.0581,-0.012
55,3.6806987,1,rest_initial,1.1372,0.6847,9.1961,0.0581,0.036,0.0077,0.4214,0.2298,9.8904,0.0282,0.0415,0.0117,0.7853,0.0263,9.8402,-0.0144,-0.0629,-0.0125
56,3.6812551,1,rest_initial,1.1301,0.7039,9.0908,0.0671,0.0405,0.0085,0.3855,0.2562,9.8833,0.0317,0.0394,0.0128,0.759,0.0599,9.8354,-0.0146,-0.0613,-0.0109
57,3.6816824,1,rest_initial,1.1349,0.7183,9.1459,0.0668,0.0429,0.0085,0.4238,0.2251,9.9431,0.0309,0.0407,0.0117,0.7661,0.0407,9.8354,-0.0152,-0.0623,-0.0138
58,3.6820468,1,rest_initial,1.1349,0.7159,9.0692,0.0652,0.0397,0.0051,0.3926,0.2418,9.912,0.0296,0.0397,0.0133,0.7757,0.0311,9.8497,-0.0107,-0.0626,-0.013
59,3.6824156,1,rest_initial,1.1516,0.6847,9.1842,0.0698,0.0442,0.0077,0.419,0.2274,9.9766,0.0304,0.0381,0.0096,0.7973,0.0407,9.8402,-0.0128,-0.0652,-0.0152
60,3.6827727,1,rest_initial,1.1636,0.7159,9.0932,0.0642,0.041,0.008,0.4357,0.2346,9.9455,0.0317,0.0357,0.0109,0.7566,0.0431,9.8713,-0.0157,-0.0644,-0.0194
61,3.6831504,1,rest_initial,1.0989,0.68,9.1698,0.0671,0.0344,0.0075,0.4142,0.2346,9.9455,0.029,0.0378,0.0115,0.7733,0.0383,9.8306,-0.0109,-0.0583,-0.017
62,3.6835082,1,rest_initial,1.1588,0.6871,9.1291,0.0652,0.0399,0.0061,0.3615,0.2083,9.9431,0.0298,0.0394,0.0088,0.7901,0.0814,9.8426,-0.0128,-0.0621,-0.0096
63,3.6839588,1,rest_initial,1.1492,0.7135,9.1315,0.0621,0.0376,0.0099,0.3998,0.2298,9.8928,0.0338,0.0378,0.0125,0.7901,0.0455,9.8402,-0.0109,-0.0605,-0.0165
64,3.684306,1,rest_initial,1.1444,0.7087,9.1459,0.0644,0.0426,0.0109,0.4118,0.2586,9.9623,0.029,0.0389,0.0144,0.7638,0.0287,9.8066,-0.0133,-0.0615,-0.0125
65,3.6846396,1,rest_initial,1.1253,0.6895,9.1794,0.066,0.0402,0.0109,0.4094,0.2586,9.8761,0.0301,0.0407,0.016,0.8021,0.0287,9.8593,-0.0117,-0.0607,-0.0138
66,3.6849776,1,rest_initial,1.1301,0.7015,9.1866,0.0631,0.0362,0.0072,0.4166,0.2442,9.924,0.0322,0.0383,0.0138,0.7733,0.0144,9.754,-0.0093,-0.0631,-0.0181
67,3.6853501,1,rest_initial,1.1013,0.7326,9.1363,0.0647,0.0386,0.0091,0.419,0.2442,9.9407,0.0301,0.0365,0.0165,0.7446,0.0359,9.7899,-0.0077,-0.0631,-0.0123
68,3.685753,1,rest_initial,1.1133,0.6823,9.1051,0.0658,0.0357,0.0056,0.4142,0.2059,9.9,0.0293,0.0466,0.0136,0.7757,0.0215,9.8282,-0.0146,-0.0602,-0.0112
69,3.6860863,1,rest_initial,1.1396,0.6967,9.1435,0.0676,0.0346,0.0059,0.3974,0.2298,9.8928,0.0341,0.0407,0.0154,0.7207,0.0072,9.8569,-0.0149,-0.0621,-0.013
70,3.6864177,1,rest_initial,1.1372,0.668,9.165,0.0647,0.0394,0.0045,0.395,0.2466,9.9048,0.0296,0.0386,0.0152,0.7901,0.0407,9.8378,-0.0152,-0.0621,-0.016
71,3.6867431,1,rest_initial,1.1301,0.7087,9.1578,0.0676,0.0368,0.0072,0.4549,0.2322,9.8833,0.0309,0.0399,0.012,0.7661,0.0287,9.8234,-0.0115,-0.0575,-0.0141
72,3.68708,1,rest_initial,1.1157,0.723,9.1099,0.0652,0.0421,0.0144,0.4214,0.237,9.8593,0.0274,0.0429,0.012,0.759,0.0335,9.8306,-0.0141,-0.0578,-0.0115
73,3.6874164,1,rest_initial,1.1301,0.735,9.1866,0.0639,0.0394,0.0072,0.4094,0.2179,9.912,0.0306,0.0407,0.0117,0.7278,0.0192,9.8402,-0.012,-0.0602,-0.0136
74,3.6877486,1,rest_initial,1.1564,0.7183,9.1267,0.0626,0.0429,0.0069,0.407,0.2658,9.8809,0.0272,0.0413,0.0115,0.7566,0.0048,9.8354,-0.0141,-0.0602,-0.0152
75,3.6882039,1,rest_initial,1.1277,0.7063,9.1506,0.0644,0.0407,0.0045,0.3855,0.2251,9.9503,0.0296,0.041,0.0144,0.7949,0.0383,9.8713,-0.0152,-0.0634,-0.0104
76,3.6885381,1,rest_initial,1.1349,0.7063,9.1219,0.0655,0.0397,0.0096,0.3998,0.2346,9.8426,0.0298,0.0365,0.0112,0.7997,0.012,9.845,-0.0099,-0.0559,-0.0144
77,3.6888652,1,rest_initial,1.1205,0.7111,9.1267,0.0647,0.0376,0.0053,0.431,0.2298,9.924,0.0309,0.0383,0.0157,0.7661,0.0622,9.845,-0.0133,-0.0615,-0.0165
78,3.6893483,1,rest_initial,1.1061,0.7063,9.1866,0.0613,0.0386,0.0008,0.3998,0.2298,9.8857,0.0293,0.041,0.0125,0.7805,0.0144,9.8617,-0.012,-0.0599,-0.0123
79,3.6897841,1,rest_initial,1.1444,0.7111,9.1435,0.0647,0.036,0.004,0.395,0.2562,9.8952,0.0296,0.0439,0.0136,0.8068,0.0383,9.8761,-0.0093,-0.0634,-0.0138
80,3.6903294,1,rest_initial,1.1468,0.7254,9.1243,0.0676,0.0378,0.0088,0.4238,0.2346,9.9168,0.0301,0.0394,0.0141,0.7925,0.0263,9.8474,-0.0093,-0.0602,-0.0112
81,3.6908668,1,rest_initial,1.1732,0.7278,9.1411,0.0647,0.0415,0.0053,0.4238,0.2658,9.8665,0.0314,0.0407,0.0144,0.7733,0.0144,9.833,-0.0123,-0.0607,-0.0173
82,3.6913811,1,rest_initial,1.142,0.6895,9.1506,0.0631,0.0394,0.0067,0.4453,0.2274,9.8881,0.0293,0.0421,0.0109,0.7733,0.0503,9.8545,-0.0133,-0.0623,-0.0138
83,3.6919316,1,rest_initial,1.1085,0.6967,9.1482,0.0636,0.0402,0.0096,0.4214,0.2586,9.9192,0.0266,0.0418,0.0149,0.7829,0.0431,9.8474,-0.0141,-0.0629,-0.0165
84,3.6923641,1,rest_initial,1.1349,0.6752,9.1291,0.0644,0.0418,0.0091,0.4022,0.2251,9.8928,0.0277,0.0413,0.0123,0.7829,0.0144,9.8617,-0.0115,-0.0647,-0.0115
85,3.6928123,1,rest_initial,1.1396,0.7278,9.0908,0.0639,0.036,0.0088,0.3974,0.2705,9.9024,0.0285,0.0415,0.0168,0.7877,0.0024,9.7899,-0.0125,-0.0605,-0.0115
86,3.6931525,1,rest_initial,1.1372,0.7302,9.1554,0.0674,0.0368,0.0096,0.3974,0.2442,9.8904,0.0296,0.0402,0.0144,0.7877,0.0168,9.7923,-0.0133,-0.0636,-0.0146
87,3.6935818,1,rest_initial,1.1205,0.6991,9.1195,0.0631,0.0376,0.0059,0.3998,0.2227,9.924,0.0301,0.0405,0.0109,0.7781,0.0263,9.8186,-0.0146,-0.0615,-0.0112
88,3.6940815,1,rest_initial,1.166,0.7039,9.1004,0.0586,0.0376,0.0056,0.4094,0.2346,9.9527,0.0274,0.0397,0.0125,0.7661,0.0622,9.8186,-0.0096,-0.0599,-0.013
89,3.6944246,1,rest_initial,1.1229,0.7087,9.1435,0.0663,0.0381,0.0043,0.4262,0.2418,9.8833,0.0304,0.0373,0.0115,0.7997,0.0383,9.8881,-0.0117,-0.0597,-0.0149
90,3.6947565,1,rest_initial,1.154,0.7111,9.1219,0.0626,0.0405,0.0115,0.4142,0.2538,9.8833,0.0264,0.0423,0.016,0.7973,0.0335,9.7995,-0.0115,-0.0607,-0.0136
91,3.695153,1,rest_initial,1.1349,0.723,9.0764,0.0636,0.0418,0.0053,0.419,0.2753,9.8881,0.0258,0.0394,0.0125,0.7207,0.0551,9.7971,-0.0117,-0.0599,-0.0128
92,3.6954813,1,rest_initial,1.1085,0.7207,9.1291,0.0644,0.0365,0.0061,0.4142,0.2442,9.9072,0.0352,0.0402,0.0107,0.7949,0.012,9.8641,-0.0136,-0.0655,-0.0141
93,3.6958127,1,rest_initial,1.1684,0.7183,9.1435,0.0676,0.0405,0.0059,0.3926,0.2274,9.9024,0.0301,0.0423,0.0133,0.7638,0.0287,9.7827,-0.0112,-0.0626,-0.0117
94,3.6961407,1,rest_initial,1.1301,0.747,9.1267,0.0674,0.0418,0.0077,0.4142,0.237,9.9383,0.029,0.0413,0.0099,0.7949,0.0575,9.8354,-0.0186,-0.0602,-0.0117
95,3.6964905,1,rest_initial,1.1396,0.7566,9.1626,0.0682,0.0362,0.0093,0.3543,0.2179,9.9168,0.0274,0.0431,0.0154,0.7566,-0.0024,9.8641,-0.0128,-0.0615,-0.0157
96,3.6968174,1,rest_initial,1.1109,0.7039,9.1339,0.061,0.0394,0.0104,0.3759,0.2418,9.9024,0.0306,0.0431,0.0136,0.7973,0.0527,9.8114,-0.0138,-0.0567,-0.013
97,3.6971493,1,rest_initial,1.1349,0.6991,9.1722,0.0599,0.0399,0.0072,0.4405,0.2322,9.8761,0.0314,0.0346,0.0128,0.7997,0.0215,9.8617,-0.0149,-0.0597,-0.0152
98,3.6974779,1,rest_initial,1.1492,0.7326,9.177,0.0636,0.0399,0.0064,0.4166,0.2155,9.9311,0.0264,0.0383,0.0128,0.7709,0.0335,9.9264,-0.0141,-0.0634,-0.0144
99,3.6978005,1,rest_initial,1.1253,0.7111,9.0884,0.0663,0.0386,0.0067,0.4477,0.2418,9.9048,0.0314,0.041,0.0149,0.7901,0.012,9.8378,-0.0107,-0.0602,-0.0138
100,3.6981271,1,rest_initial,1.1253,0.6967,9.1363,0.0655,0.0397,0.0088,0.4166,0.2586,9.9096,0.0325,0.0399,0.0154,0.7661,0.0575,9.7947,-0.0125,-0.0613,-0.0178
101,3.6984622,1,rest_initial,1.1516,0.6967,9.1411,0.0621,0.0437,0.0109,0.4094,0.2538,9.9551,0.0288,0.0415,0.0109,0.7805,0.0239,9.8785,-0.0099,-0.0589,-0.0128
102,3.6987915,1,rest_initial,1.1301,0.723,9.1171,0.0629,0.0407,0.0037,0.4046,0.2346,9.8809,0.029,0.0434,0.0173,0.7829,0.0383,9.7923,-0.012,-0.061,-0.0154
103,3.6991169,1,rest_initial,1.1995,0.7063,9.1195,0.0623,0.0365,0.0093,0.3974,0.2227,9.9311,0.0293,0.0383,0.0115,0.8308,0.0168,9.8976,-0.0125,-0.061,-0.0112
104,3.6994406,1,rest_initial,1.1468,0.7111,9.1363,0.0671,0.0389,0.0061,0.4166,0.1963,9.991,0.0301,0.041,0.013,0.7853,0.0287,9.8306,-0.0144,-0.0607,-0.0165
105,3.6997724,1,rest_initial,1.1516,0.6776,9.1842,0.0663,0.0391,0.0056,0.3687,0.2179,9.9168,0.0296,0.0368,0.0149,0.7326,0.0335,9.8641,-0.0141,-0.0594,-0.0138
106,3.7001331,1,rest_initial,1.1181,0.7087,9.1578,0.066,0.0344,0.0077,0.4262,0.2634,9.9072,0.0266,0.0389,0.0133,0.8116,0.0168,9.8497,-0.0123,-0.061,-0.0109
107,3.7004754,1,rest_initial,1.166,0.7063,9.1842,0.0652,0.0399,0.0088,0.431,0.2634,9.9359,0.029,0.0397,0.0125,0.7661,0.067,9.9048,-0.0138,-0.0605,-0.0141
108,3.7008218,1,rest_initial,1.1253,0.7374,9.1411,0.0631,0.0437,0.0075,0.4453,0.2682,9.8426,0.0277,0.0373,0.0115,0.7853,0.0144,9.8641,-0.0083,-0.0647,-0.0125
109,3.7011459,1,rest_initial,1.1037,0.6919,9.1937,0.0652,0.0389,0.0104,0.4094,0.2155,9.9407,0.0301,0.0389,0.0168,0.7973,0.0311,9.845,-0.0104,-0.0631,-0.0154
110,3.7014644,1,rest_initial,1.1372,0.7111,9.1171,0.0695,0.0407,0.0083,0.3783,0.2298,9.9072,0.0306,0.0415,0.013,0.7925,0.0359,9.8043,-0.0109,-0.0655,-0.0173
111,3.7017965,1,rest_initial,1.1037,0.7159,9.1004,0.0703,0.0389,0.0072,0.4405,0.2227,9.9359,0.0277,0.041,0.0133,0.7877,0.0263,9.8402,-0.0125,-0.0631,-0.0149
112,3.7022099,1,rest_initial,1.1061,0.7542,9.1195,0.0711,0.0391,0.0053,0.395,0.2274,9.9216,0.0301,0.0399,0.0125,0.7614,0.0072,9.8952,-0.016,-0.069,-0.0125
113,3.7025719,1,rest_initial,1.1444,0.68,9.0956,0.0642,0.0397,0.0083,0.4501,0.2083,9.9096,0.0312,0.0413,0.0141,0.7829,0.0239,9.7468,-0.0133,-0.0607,-0.0125
114,3.7029148,1,rest_initial,1.1205,0.6895,9.1746,0.0671,0.037,0.008,0.4334,0.249,9.8809,0.0266,0.0399,0.0152,0.7709,0.0503,9.8689,-0.0157,-0.065,-0.0141
115,3.7032349,1,rest_initial,1.1229,0.7374,9.1554,0.07,0.0407,0.0085,0.4166,0.2897,9.8857,0.029,0.0391,0.0149,0.7781,0.0527,9.8641,-0.0104,-0.0578,-0.0123
116,3.7035505,1,rest_initial,1.1277,0.7111,9.1147,0.0647,0.0413,0.0064,0.4046,0.1772,9.8881,0.033,0.0415,0.0109,0.7805,0.0622,9.809,-0.0136,-0.0591,-0.0133
117,3.7038933,1,rest_initial,1.1468,0.7254,9.1674,0.0621,0.037,0.0067,0.4597,0.1724,9.9503,0.032,0.0397,0.0125,0.8308,0.0215,9.8593,-0.0133,-0.0647,-0.0141
118,3.7042104,1,rest_initial,1.1253,0.6943,9.1315,0.0626,0.0439,0.0077,0.4118,0.2346,9.9048,0.0293,0.0394,0.0194,0.7829,0.0359,9.8234,-0.0117,-0.0636,-0.013
119,3.7045403,1,rest_initial,1.1516,0.7111,9.1075,0.0642,0.0322,0.0069,0.4262,0.2131,9.9288,0.0293,0.0397,0.0104,0.7566,-0.0072,9.8833,-0.0123,-0.0607,-0.0181
120,3.704854,1,rest_initial,1.1085,0.7254,9.153,0.0655,0.0391,0.0088,0.4334,0.2466,9.8617,0.0298,0.0431,0.0133,0.7685,0.0527,9.8617,-0.012,-0.0586,-0.0125
121,3.7051666,1,rest_initial,1.1301,0.7398,9.1961,0.0647,0.0399,0.0064,0.4501,0.2274,9.8785,0.0296,0.0397,0.013,0.7685,0.0383,9.8282,-0.0085,-0.0631,-0.0133
122,3.7054833,1,rest_initial,1.1636,0.6991,9.1842,0.0644,0.0346,0.0035,0.4286,0.2131,9.9096,0.0285,0.0362,0.0176,0.826,0.0431,9.8665,-0.0104,-0.0589,-0.0109
123,3.7061795,1,rest_initial,1.1157,0.7326,9.1243,0.0636,0.0381,0.0088,0.3998,0.2035,9.8952,0.0354,0.0399,0.0165,0.7566,0.0048,9.7803,-0.0112,-0.0607,-0.0117
124,3.7065502,1,rest_initial,1.1396,0.6919,9.1411,0.0607,0.033,0.0053,0.4022,0.2586,9.9599,0.0328,0.0368,0.0149,0.7685,0.0431,9.845,-0.0152,-0.0597,-0.0152
125,3.706902,1,rest_initial,1.1037,0.6776,9.1722,0.0679,0.0421,0.0061,0.4286,0.2298,9.8857,0.0328,0.0402,0.012,0.7973,0.0335,9.8881,-0.0115,-0.0631,-0.0146
126,3.7072158,1,rest_initial,1.1612,0.7207,9.1267,0.0621,0.0415,0.0072,0.4214,0.2466,9.8857,0.0266,0.0394,0.0168,0.7709,0.0263,9.833,-0.0123,-0.0599,-0.013
127,3.7075443,1,rest_initial,1.1732,0.7374,9.1746,0.0642,0.0354,0.0088,0.4046,0.2035,9.9144,0.0282,0.0389,0.0146,0.7566,0,9.8785,-0.0128,-0.0636,-0.0146
