sample_idx,t_pc_s,segment_id,label,orta_acc_x,orta_acc_y,orta_acc_z,orta_gyro_x,orta_gyro_y,orta_gyro_z,sol_acc_x,sol_acc_y,sol_acc_z,sol_gyro_x,sol_gyro_y,sol_gyro_z,sag_acc_x,sag_acc_y,sag_acc_z,sag_gyro_x,sag_gyro_y,sag_gyro_z
904,14.0656136,2,yaw_x,1.1157,0.7015,9.1123,0.0684,0.0362,0.0021,0.3998,0.237,9.9264,0.032,0.041,0.0168,0.8021,0.0168,9.8521,-0.0128,-0.0583,-0.0162
905,14.0659051,2,yaw_x,1.1444,0.7087,9.1913,0.0679,0.0386,0.0093,0.4214,0.2155,9.9503,0.0304,0.0415,0.0101,0.7757,0.0311,9.8785,-0.0133,-0.0636,-0.0144
906,14.0661895,2,yaw_x,1.0989,0.7087,9.1243,0.0607,0.0423,0.008,0.4142,0.2562,9.9168,0.0274,0.0391,0.0141,0.7853,0.0144,9.833,-0.0123,-0.0594,-0.0101
907,14.0664694,2,yaw_x,1.1396,0.6967,9.0932,0.0687,0.0391,0.0083,0.3926,0.1987,9.912,0.0256,0.0394,0.0144,0.7542,0.0503,9.8569,-0.0123,-0.0626,-0.013
908,14.0667393,2,yaw_x,1.1564,0.723,9.1937,0.0639,0.0397,0.0048,0.3735,0.2466,9.9551,0.0325,0.0386,0.0152,0.7877,0.0718,9.7995,-0.0136,-0.0644,-0.0154
909,14.0670409,2,yaw_x,1.1205,0.6943,9.2105,0.0663,0.0386,0.0075,0.4022,0.2849,9.8833,0.0272,0.0394,0.0099,0.7973,0.0287,9.8426,-0.0088,-0.0631,-0.0125
910,14.0673076,2,yaw_x,1.1229,0.7087,9.1075,0.0671,0.0368,0.0112,0.4453,0.2346,9.8952,0.029,0.0383,0.0099,0.7709,0.0359,9.8641,-0.012,-0.0618,-0.0104
911,14.0675848,2,yaw_x,1.1013,0.6943,9.2201,0.0629,0.0402,0.0112,0.4238,0.2394,9.9311,0.029,0.0383,0.0146,0.7638,0.0527,9.809,-0.0146,-0.0591,-0.0141
912,14.0678665,2,yaw_x,1.1396,0.7183,9.1004,0.0652,0.0381,0.0083,0.4118,0.2227,9.8258,0.0269,0.0405,0.0144,0.759,0.0072,9.8043,-0.012,-0.0642,-0.0133
913,14.06814,2,yaw_x,1.1325,0.7278,9.1004,0.0602,0.0386,0.0075,0.4286,0.2658,9.9407,0.0285,0.0386,0.013,0.7446,0.012,9.8497,-0.0144,-0.0623,-0.0123
914,14.0684067,2,yaw_x,1.1277,0.7135,9.1291,0.0642,0.0376,0.0037,0.4094,0.237,9.9431,0.0298,0.0383,0.0101,0.838,0.0455,9.7899,-0.0136,-0.0615,-0.0168
915,14.0686786,2,yaw_x,1.1325,0.735,9.177,0.0615,0.0397,0.0075,0.4381,0.2514,9.9168,0.0272,0.0434,0.0144,0.7853,0.0383,9.8976,-0.0128,-0.0618,-0.0117
916,14.0689435,2,yaw_x,1.1325,0.7063,9.1075,0.0671,0.0413,0.0085,0.4286,0.1915,9.9072,0.0306,0.0394,0.013,0.7781,0.0383,9.8354,-0.0104,-0.0618,-0.0176
917,14.0692151,2,yaw_x,1.1229,0.6967,9.0573,0.0674,0.0386,0.0053,0.4118,0.237,9.8545,0.0328,0.0399,0.0168,0.7709,0.0263,9.8761,-0.0168,-0.0594,-0.0099
918,14.0694933,2,yaw_x,1.1325,0.723,9.1435,0.0644,0.0376,0.0064,0.4381,0.2011,9.9288,0.0296,0.0421,0.0112,0.7973,0.0263,9.7588,-0.0144,-0.0559,-0.0165
919,14.0697615,2,yaw_x,1.1636,0.7135,9.1985,0.0644,0.0405,0.0083,0.4142,0.2538,9.8521,0.0253,0.0413,0.0128,0.7685,0.0311,9.8258,-0.0112,-0.0613,-0.0128
920,14.0700296,2,yaw_x,1.1349,0.7015,9.1411,0.0647,0.0421,0.0059,0.3998,0.2346,9.9671,0.0272,0.0413,0.0112,0.7733,0.0383,9.8545,-0.0162,-0.0589,-0.0146
921,14.0702943,2,yaw_x,1.0942,0.7111,9.2057,0.0674,0.0405,0.0083,0.4046,0.2394,9.9096,0.0317,0.0383,0.013,0.7614,0.0263,9.833,-0.0109,-0.0629,-0.0117
922,14.0705592,2,yaw_x,1.1396,0.6991,9.1746,0.0652,0.0386,0.0037,0.4214,0.2394,9.8857,0.0296,0.0386,0.0141,0.7829,0.0215,9.8474,-0.0112,-0.0583,-0.0104
923,14.0708326,2,yaw_x,1.1229,0.7326,9.1842,0.0636,0.0434,0.0077,0.3903,0.2251,9.8569,0.0328,0.0426,0.0083,0.7614,0.0575,9.8378,-0.0107,-0.0594,-0.0136
924,14.0711025,2,yaw_x,1.1612,0.7039,9.1219,0.0634,0.0346,0.0064,0.3879,0.2514,9.8952,0.0298,0.0445,0.0136,0.759,0.0096,9.8234,-0.0117,-0.0629,-0.0144
925,14.0713665,2,yaw_x,1.1253,0.7183,9.1459,0.0663,0.0336,0.0059,0.4142,0.249,9.924,0.0296,0.0426,0.0138,0.7661,0.091,9.8306,-0.0133,-0.0636,-0.0138
926,14.0716479,2,yaw_x,1.1229,0.6967,9.1075,0.065,0.0407,0.0043,0.4094,0.2466,9.9503,0.0285,0.0429,0.013,0.759,0.0431,9.8785,-0.0154,-0.0618,-0.0107
927,14.0719344,2,yaw_x,1.1396,0.656,9.1363,0.065,0.0394,0.008,0.4046,0.237,9.9766,0.0285,0.0394,0.0109,0.7542,0.0215,9.8114,-0.0125,-0.0554,-0.0107
928,14.0722058,2,yaw_x,1.1229,0.7183,9.1243,0.0671,0.0383,0.0064,0.407,0.2107,9.9862,0.0285,0.0402,0.0107,0.7446,0.012,9.8258,-0.012,-0.0623,-0.0152
929,14.0724757,2,yaw_x,1.166,0.7326,9.165,0.065,0.045,0.0069,0.4334,0.2274,9.8809,0.0309,0.0397,0.0133,0.7709,0.0407,9.7659,-0.0152,-0.0621,-0.0149
930,14.0727603,2,yaw_x,1.0774,0.7087,9.1435,0.0613,0.0402,0.0083,0.3926,0.2514,9.8545,0.0285,0.0397,0.0133,0.7925,0.0646,9.8114,-0.0123,-0.0607,-0.016
931,14.0730539,2,yaw_x,1.1444,0.7063,9.1842,0.0647,0.0357,0.0064,0.4118,0.2394,9.9168,0.0346,0.0431,0.0149,0.747,0.0503,9.809,-0.0138,-0.0607,-0.0144
932,14.0733185,2,yaw_x,1.1061,0.6967,9.1291,0.069,0.0391,0.0099,0.4118,0.1891,9.7755,0.0293,0.037,0.0141,0.7757,0.0144,9.7995,-0.0107,-0.0575,-0.0125
933,14.0736204,2,yaw_x,1.1109,0.7159,9.1004,0.0714,0.0352,0.0059,0.4142,0.2274,9.9407,0.0312,0.0394,0.0154,0.7638,0.0383,9.8258,-0.0128,-0.0623,-0.0152
934,14.0739133,2,yaw_x,1.1133,0.7039,9.1578,0.0618,0.0352,0.0083,0.4381,0.2466,9.9216,0.0304,0.0453,0.013,0.7542,0.0479,9.8402,-0.0138,-0.0607,-0.0125
935,14.0741949,2,yaw_x,1.1157,0.6847,9.1315,0.0636,0.0378,0.0088,0.4214,0.2251,9.9288,0.028,0.0431,0.0136,0.7997,0.0622,9.8497,-0.0109,-0.0607,-0.0125
936,14.0744607,2,yaw_x,1.1396,0.6919,9.2009,0.0599,0.0389,0.0096,0.4214,0.2634,9.8521,0.0277,0.0381,0.0133,0.759,0.0431,9.8282,-0.0152,-0.0644,-0.0125
937,14.0747288,2,yaw_x,1.0846,0.7063,9.1267,0.0644,0.0378,0.0075,0.3711,0.1987,9.8737,0.0309,0.0429,0.013,0.7518,0.0335,9.8162,-0.0109,-0.0629,-0.0144
938,14.0749923,2,yaw_x,1.1181,0.7135,9.1554,0.0658,0.0322,0.008,0.4573,0.2634,9.9288,0.0301,0.041,0.017,0.747,0.0263,9.7444,-0.0178,-0.0711,-0.0192
939,14.0752539,2,yaw_x,1.0798,0.7446,9.3733,-0.0208,0.0096,-0.0208,0.498,0.2346,9.7995,-0.0722,0.0136,-0.0269,0.3663,-0.0072,10.5034,-0.1316,-0.0783,-0.0698
940,14.0755304,2,yaw_x,0.68,0.2394,9.2105,-0.1579,0.1236,-0.2421,0.3448,-0.1796,9.9934,-0.1811,0.1206,-0.2581,-0.2801,-0.4022,10.0173,-0.236,0.0221,-0.2964
941,14.0757994,2,yaw_x,0.5866,0.1006,8.8107,-0.0599,-0.0056,-0.4202,0.2873,-0.4046,10.0533,-0.0692,-0.0205,-0.4487,-0.747,-0.7135,9.8402,-0.1257,-0.1265,-0.5033
942,14.076062,2,yaw_x,0.34,0.1963,9.5816,-0.1204,-0.0503,-0.7673,0.2466,-0.2538,10.0126,-0.1316,-0.0471,-0.7894,-0.2394,-0.3184,10.0844,-0.2125,-0.1313,-0.8344
943,14.0763283,2,yaw_x,1.7047,0.9577,8.2361,-0.0104,0.0085,-0.7081,0.3184,0.5938,9.7133,0.0117,0.021,-0.6634,2.6911,0.4717,7.8051,-0.0306,-0.0306,-0.6567
944,14.0765905,2,yaw_x,2.5211,0.565,6.7325,0.5273,0.3159,-0.4128,0.9912,0.0144,9.3925,0.5654,0.2929,-0.3718,1.585,0.1604,8.7795,0.6069,0.0895,-0.3782
945,14.0768725,2,yaw_x,0.2514,2.0111,9.9503,0.1848,-0.5012,-0.0053,1.5083,1.0127,5.2361,0.0993,-0.0618,0.0312,3.9624,0.7135,6.9791,0.0096,0.0522,0.021
946,14.0771449,2,yaw_x,1.2833,0.7063,10.1897,-0.1499,0.3965,0.0831,-0.6464,-0.1939,13.0939,-0.1127,0.1672,0.0919,-0.3472,-0.5746,9.0022,-0.0892,-0.1135,0.0866
947,14.0774078,2,yaw_x,-0.1556,1.2354,11.1426,0.065,-0.1142,0.1004,0.4669,0.8523,8.9495,-0.0378,-0.0107,0.1023,2.0255,0.4238,9.1961,-0.0826,0.0104,0.0727
948,14.0776845,2,yaw_x,0.9744,0.7638,9.3278,0.0977,-0.0226,0.0775,0.6081,0.2538,9.6606,0.0511,0.0128,0.0772,0.8906,0.0311,9.809,0.0016,-0.0583,0.0426
949,14.0779464,2,yaw_x,1.7837,1.0439,9.0549,0.0527,0.0964,0.1419,0.2466,0.6033,9.9407,0.012,0.085,0.1963,2.8491,0.4836,9.9575,-0.017,-0.0362,0.2266
950,14.078216,2,yaw_x,1.1971,0.9457,9.232,0.094,0.0312,0.4977,0.2035,0.4046,9.9671,0.0378,0.0189,0.5137,0.9074,0.3926,10.0054,0.0168,-0.0866,0.4932
951,14.0784891,2,yaw_x,0.8212,0.4884,9.2943,0.0863,0.0469,0.4418,0.8068,-0.0551,9.7971,0.0282,0.061,0.4053,-0.9457,-0.5818,9.8713,-0.0019,-0.0264,0.3182
952,14.0787585,2,yaw_x,0.4046,0.2682,9.177,0.0216,0.0274,-0.216,0.5626,-0.079,9.9503,-0.0008,0.0288,-0.2333,0.1269,-0.1939,9.8569,-0.0594,-0.0581,-0.2748
953,14.0790186,2,yaw_x,1.5754,0.8404,9.232,0.0029,0.0421,-0.1766,0.4525,0.3711,9.8737,-0.0248,0.0471,-0.1459,2.0877,0.316,10.0556,-0.0788,-0.0405,-0.1443
954,14.0792935,2,yaw_x,2.1213,0.7542,9.153,-0.0285,0.0549,0.1055,1.1061,0.1508,9.9527,-0.0543,0.0636,0.1166,1.4988,-0.0814,9.5529,-0.0876,-0.0248,0.081
955,14.079766,2,yaw_x,1.0343,0.5315,8.9711,0.0591,0.0216,-0.0032,-0.1987,0.0551,10.1179,0.0383,0.0019,0.0069,-1.1612,-0.2945,9.9335,-0.0061,-0.1292,-0.0415
956,14.0801098,2,yaw_x,1.166,0.3448,8.7676,0.0732,0.0104,-0.1244,0.6201,0.0838,9.5912,0.0285,0.021,-0.1244,0.8212,0.0599,10.1586,-0.0248,-0.0647,-0.1473
957,14.0803933,2,yaw_x,1.1708,0.6847,9.0453,0.0525,0.0389,-0.0943,0.4525,0.2011,9.9024,0.0176,0.0391,-0.0929,0.7302,0.0838,10.1873,-0.0418,-0.0674,-0.1156
958,14.0806738,2,yaw_x,0.9744,0.9433,9.1315,0.0724,0.0075,-0.0266,-0.1796,0.6728,10.1155,0.0421,0.0008,0.008,1.0702,0.7039,9.9718,-0.0093,-0.1148,0.0069
959,14.080943,2,yaw_x,0.2298,0.2825,9.6726,0.0383,-0.118,-0.0005,0.0766,-0.1915,10.0892,0.0019,-0.1076,-0.0192,-0.4142,-0.4118,10.0389,-0.0591,-0.1872,-0.0703
960,14.0812955,2,yaw_x,1.8292,0.5962,10.1203,0.0306,-0.0269,-0.0501,0.9912,0.1293,11.0205,-0.0064,-0.0381,-0.0434,1.6472,-0.1053,10.5225,-0.0479,-0.1443,-0.0605
961,14.0816306,2,yaw_x,1.7166,0.5267,9.8593,0.0194,-0.0589,-0.0498,1.1851,-0.0335,10.5034,-0.0237,-0.0668,-0.0493,1.3575,-0.3543,10.8194,-0.0716,-0.1854,-0.0826
962,14.0819924,2,yaw_x,3.45,0.7015,10.9271,0.0109,-0.4245,0.0844,1.9201,0.158,11.7579,-0.0261,-0.4615,0.1236,3.7685,-0.1317,10.9463,-0.0562,-0.5878,0.1164
963,14.0822859,2,yaw_x,2.6049,0.2298,9.6103,0.0748,-0.408,0.379,1.0798,-0.3017,10.6207,0.033,-0.3529,0.4139,2.0686,-0.5363,10.3765,0.0123,-0.4408,0.3899
964,14.0825487,2,yaw_x,0.5219,0.0742,11.7292,0.1068,-0.0349,0.4421,-0.3448,-0.3663,12.5887,0.0445,-0.0197,0.457,0.6632,-0.4166,13.5009,0.0091,-0.1494,0.4384
965,14.0828393,2,yaw_x,1.2378,0.6105,12.4594,-0.0581,0.1057,0.4557,0.5507,0.1365,13.1202,-0.1289,0.1174,0.4482,0.7183,-0.0718,13.9079,-0.1707,0.0104,0.4205
966,14.0831041,2,yaw_x,1.6376,0.6704,12.0716,-0.2407,0.1787,0.3696,0.984,0.1269,12.3541,-0.3073,0.1875,0.3507,0.7853,-0.261,12.7994,-0.3404,0.1065,0.3172
967,14.0833632,2,yaw_x,1.6807,0.6416,10.1083,-0.3369,0.1912,0.2197,1.1157,0.1867,11.485,-0.3843,0.1534,0.2099,0.8595,-0.0622,11.1187,-0.4149,0.0482,0.1784
968,14.0836283,2,yaw_x,0.7015,0.7087,8.4467,-0.3364,0.029,0.1502,0.2035,0.1317,10.1586,-0.3867,-0.0269,0.1443,0.7278,-0.0407,10.92,-0.4453,-0.1798,0.1252
969,14.0839134,2,yaw_x,0.6871,0.4741,9.2895,-0.4216,-0.2184,0.1403,0.2083,-0.0359,9.6654,-0.4695,-0.2168,0.1185,0.1125,-0.2801,9.8545,-0.4991,-0.3033,0.0842
970,14.0841763,2,yaw_x,0.4238,0.5148,9.098,-0.3838,-0.2293,0.0194,0.0814,0,9.2751,-0.3957,-0.1854,-0.0035,-0.2777,-0.1915,7.2089,-0.4213,-0.2605,-0.0354
971,14.0844401,2,yaw_x,0.4501,0.1365,6.9192,-0.208,-0.0794,-0.0511,-0.0814,-0.3184,8.2049,-0.22,-0.0644,-0.0554,0.1389,-0.4956,7.4077,-0.249,-0.1728,-0.0783
972,14.0846993,2,yaw_x,0.7374,0.1748,7.2281,-0.0983,-0.0527,-0.0644,0.1245,-0.1628,8.1523,-0.1214,-0.0546,-0.0642,0.3232,-0.2179,8.1139,-0.1654,-0.159,-0.0956
973,14.0849663,2,yaw_x,1.1492,0.7422,8.0445,-0.1065,-0.0905,-0.061,0.5243,0.2682,8.4563,-0.1417,-0.0834,-0.0666,0.9912,0.0646,8.77,-0.1976,-0.1984,-0.0892
974,14.0852289,2,yaw_x,1.482,0.3663,7.7213,-0.13,-0.1531,-0.0818,0.9625,-0.0718,8.9328,-0.1505,-0.1856,-0.0887,1.0606,-0.3567,8.4922,-0.1931,-0.2876,-0.1196
975,14.0854903,2,yaw_x,1.5107,0.0694,7.6471,-0.0117,-0.2493,-0.1031,0.8164,-0.3256,8.8705,-0.0317,-0.2637,-0.0969,0.9146,-0.5507,8.1331,-0.057,-0.359,-0.1356
976,14.085752,2,yaw_x,1.1636,0.0814,7.8841,0.1611,-0.2788,-0.18,0.6823,-0.4334,9.0022,0.1499,-0.2858,-0.1736,0.8859,-0.6776,8.2097,0.1124,-0.3696,-0.2123
977,14.0860205,2,yaw_x,1.4772,0.0407,8.1858,0.3004,-0.1832,-0.1672,0.5459,-0.3831,9.244,0.2866,-0.1712,-0.1406,1.3168,-0.5626,8.7436,0.2434,-0.2647,-0.1718
978,14.0862784,2,yaw_x,1.561,0.316,8.4324,0.384,-0.1049,-0.1294,0.8906,-0.146,9.4044,0.3521,-0.09,-0.1116,1.3216,-0.328,9.0309,0.3092,-0.1854,-0.1502
979,14.0865418,2,yaw_x,1.7382,0.316,8.3534,0.4096,-0.0874,-0.1148,0.9649,-0.1269,9.2464,0.3774,-0.0953,-0.0991,1.4365,-0.2562,9.098,0.3292,-0.2061,-0.1252
980,14.0868022,2,yaw_x,1.9441,0.2969,8.521,0.4184,-0.1193,-0.0293,1.0726,-0.1748,9.2129,0.3928,-0.1049,-0.0048,1.7789,-0.3328,9.1075,0.3409,-0.196,-0.0272
981,14.0870612,2,yaw_x,1.5778,0.3663,8.7029,0.4226,-0.0533,0.0197,0.9266,-0.0742,9.4763,0.3822,-0.0567,0.0312,1.1612,-0.1532,9.6127,0.3342,-0.1606,-0.0093
982,14.0873204,2,yaw_x,1.9249,0.51,8.7795,0.3569,-0.0288,-0.0301,1.3958,0.0551,9.4523,0.3177,-0.0261,-0.0141,1.5179,-0.079,9.6989,0.2658,-0.1334,-0.057
983,14.0875745,2,yaw_x,1.9369,0.5626,8.6191,0.2796,-0.0687,-0.0245,1.1013,0.079,9.3182,0.2365,-0.0783,-0.0005,1.5778,-0.1484,9.3925,0.1915,-0.1891,-0.0341
984,14.0878341,2,yaw_x,1.7382,0.3567,8.3965,0.2796,-0.0831,-0.0005,1.1588,-0.0646,9.3972,0.2495,-0.0831,0.0112,1.3264,-0.2586,9.0214,0.2162,-0.184,-0.0293
985,14.08811,2,yaw_x,1.9369,0.4262,8.9328,0.3795,-0.138,-0.0237,1.0702,-0.0479,9.5241,0.347,-0.1252,0.0011,1.8148,-0.1724,9.481,0.2951,-0.2232,-0.0258
986,14.08837,2,yaw_x,1.9393,0.8619,9.0788,0.3177,-0.1127,0.0146,1.4174,0.3496,9.6845,0.2743,-0.1217,0.0176,1.5371,0.1317,9.8881,0.2309,-0.225,-0.0264
987,14.0886704,2,yaw_x,1.7717,0.6369,8.8777,0.2637,-0.0967,-0.0005,1.0343,0.1676,9.5265,0.2197,-0.1012,0.0099,1.3743,-0.0192,9.6726,0.1675,-0.2088,-0.0266
988,14.0889505,2,yaw_x,1.8076,0.5698,8.7125,0.2059,-0.0746,-0.0269,1.166,0.0886,9.3757,0.1633,-0.0589,-0.0197,1.3408,-0.0862,9.4092,0.1166,-0.1505,-0.053
989,14.0892068,2,yaw_x,1.7119,0.656,8.6526,0.1334,-0.0027,-0.0312,1.0918,0.2203,9.2392,0.0921,0,-0.0245,1.4054,0.0838,9.5864,0.0397,-0.1063,-0.0517
990,14.0894806,2,yaw_x,1.9489,0.7159,8.9639,0.0703,0.0008,-0.0543,1.2498,0.2322,9.7588,0.036,-0.0024,-0.0463,1.5921,0.067,9.7516,-0.0059,-0.0964,-0.0807
991,14.0897423,2,yaw_x,2.1811,0.7254,8.8729,0.0511,0.0429,-0.0706,1.506,0.1772,9.5289,0.0146,0.057,-0.0567,1.9465,-0.0383,9.5146,-0.0306,-0.0248,-0.0826
992,14.0899979,2,yaw_x,1.7621,0.2131,9.3039,0.0634,0.1023,-0.0011,0.9768,-0.2562,10.2592,0.0301,0.0921,0.008,1.3934,-0.4717,9.8952,-0.0021,-0.0282,-0.0202
993,14.090256,2,yaw_x,2.0231,0.5818,9.3063,0.0892,-0.0173,0.0154,1.1085,0.1484,10.0389,0.0554,-0.0298,0.0352,1.7957,-0.0311,9.991,0.0138,-0.143,0.0096
994,14.0905546,2,yaw_x,1.8004,0.6345,9.1028,0.0509,-0.0232,0.0924,0.996,0.1652,9.7564,0.0048,-0.0152,0.0951,1.4629,0.0192,9.8497,-0.0357,-0.11,0.0687
995,14.090812,2,yaw_x,1.6616,0.8595,8.8801,-0.0232,0.0831,0.0839,1.1013,0.3735,9.6079,-0.0666,0.0967,0.0796,1.2546,0.1628,9.6893,-0.1079,-0.0011,0.0511
996,14.0911216,2,yaw_x,2.0446,0.589,9.0214,-0.0146,0.1087,0.0429,1.4126,0.0886,9.991,-0.0455,0.1063,0.0402,1.6664,-0.1173,9.6438,-0.0748,0.0021,0.0125
997,14.0913831,2,yaw_x,2.0638,0.6728,9.1698,0.0639,0.0266,0.0306,1.3455,0.1939,10.1155,0.0282,0.0242,0.0397,1.8076,0.0096,9.9359,-0.0077,-0.0897,0.0149
998,14.0916482,2,yaw_x,2.0255,0.7733,9.0237,0.0565,-0.0282,0.0493,1.2977,0.3017,9.6989,0.0189,-0.0165,0.0583,1.6544,0.158,9.6965,-0.0248,-0.1196,0.0328
999,14.0919683,2,yaw_x,1.5874,0.6273,8.7221,0.0112,0.0234,0.0644,0.9002,0.1939,9.4116,-0.0264,0.0336,0.0666,1.1923,-0.0407,9.3925,-0.0698,-0.0666,0.0352
1000,14.0923487,2,yaw_x,1.7095,0.6704,8.8298,0.0202,0.0431,0.0256,1.0942,0.1915,9.651,-0.0096,0.0493,0.0288,1.4174,0.0024,9.3661,-0.045,-0.0562,0.0016
1001,14.092723,2,yaw_x,2.0087,0.7566,8.9376,0.0461,0.0636,0.0208,1.2474,0.2562,9.7516,0.016,0.0623,0.0261,1.664,0.1125,9.6367,-0.0301,-0.0362,-0.0005
1002,14.0930382,2,yaw_x,1.9201,0.6967,8.9974,0.0463,0.0794,0.0245,1.257,0.1963,9.7731,0.0045,0.0762,0.0264,1.4892,-0.0024,9.6486,-0.0336,-0.0256,-0.0011
1003,14.0933322,2,yaw_x,1.7119,0.5986,8.9136,0.0418,0.0458,0.0314,0.9505,0.1604,9.7013,0.0085,0.0445,0.0397,1.4916,-0.0646,9.6295,-0.0322,-0.0623,0.0184
1004,14.0938217,2,yaw_x,2.0877,0.6656,9.0477,0.0621,0.0056,0.0554,1.3312,0.1556,9.9072,0.0258,0.0013,0.0613,1.8364,0.012,9.6654,-0.0091,-0.1033,0.0365
1005,14.0941285,2,yaw_x,2.0758,0.5914,8.9735,0.0711,0.0277,0.0828,1.3264,0.0934,9.7779,0.0368,0.0354,0.086,1.6688,-0.0838,9.6415,-0.0016,-0.0605,0.0581
1006,14.0943835,2,yaw_x,1.8244,0.5339,8.9016,0.0991,0.0858,0.0509,1.2258,0.1053,9.7612,0.0639,0.0818,0.0562,1.3575,-0.1556,9.6223,0.0277,-0.021,0.029
1007,14.0948995,2,yaw_x,1.6664,0.4836,9.0692,0.1334,0.041,0.0581,0.9313,-0.0287,9.9814,0.1044,0.0346,0.0676,1.3312,-0.2155,9.6582,0.065,-0.077,0.0336
1008,14.0951756,2,yaw_x,1.9968,0.7614,9.2344,0.1507,0.0088,0.0581,1.2498,0.2753,10.0652,0.1142,0.0053,0.0666,1.6783,0.0599,10.0533,0.0714,-0.0991,0.0368
1009,14.0954369,2,yaw_x,2.1237,0.7733,9.347,0.1417,-0.0383,0.0567,1.3791,0.2394,10.0676,0.1001,-0.0397,0.0668,1.7789,0.0718,9.9192,0.0613,-0.1393,0.0352
1010,14.0957055,2,yaw_x,1.8244,0.6081,9.1913,0.1539,-0.0234,0.0738,1.1468,0.2035,10.1035,0.1156,-0.0261,0.0826,1.4485,-0.0359,9.7851,0.0828,-0.126,0.0445
1011,14.0959624,2,yaw_x,1.8675,0.7183,9.0573,0.1851,0.0048,0.0458,1.2067,0.2897,10.0676,0.1486,0.0061,0.0546,1.5131,0.0694,9.6534,0.114,-0.094,0.0256
1012,14.0962441,2,yaw_x,1.9513,0.893,9.2249,0.1981,0.0269,0.0322,1.2282,0.4022,10.0365,0.1643,0.028,0.045,1.6305,0.1891,9.9192,0.1254,-0.0714,0.0115
1013,14.0965218,2,yaw_x,1.8124,0.8475,9.1267,0.1997,0.0738,0.0304,1.075,0.3591,9.8497,0.1606,0.0794,0.0381,1.403,0.158,9.8306,0.1174,-0.0088,0.0064
1014,14.0968716,2,yaw_x,1.8244,0.8882,9.0501,0.1489,0.1537,0.0173,1.1708,0.4405,9.6127,0.1081,0.1619,0.025,1.403,0.2658,9.8761,0.0594,0.0639,-0.0093
1015,14.0971917,2,yaw_x,1.8435,0.8571,9.0597,0.0951,0.1454,0.0013,1.1325,0.3519,9.8354,0.0626,0.1401,0.0059,1.4581,0.1508,9.8162,0.0197,0.0336,-0.0181
1016,14.0975658,2,yaw_x,1.9321,0.7997,8.9759,0.0863,0.127,-0.0008,1.2833,0.3232,9.7492,0.053,0.1137,0.0035,1.5514,0.1125,9.6726,0.0115,0.0099,-0.0293
1017,14.0980267,2,yaw_x,1.7861,0.9553,8.8825,0.0748,0.0711,-0.004,1.0918,0.4741,9.7205,0.036,0.0746,0.0013,1.4413,0.2562,9.7683,-0.0123,-0.0261,-0.0224
1018,14.0984949,2,yaw_x,1.913,0.8164,9.153,0.0501,0.0557,0.0003,1.1947,0.3256,9.9,0.012,0.0559,0.0117,1.5371,0.1293,9.8641,-0.032,-0.0567,-0.0221
1019,14.0989359,2,yaw_x,2.0399,0.8045,9.1889,0.0346,0.0293,0.0056,1.312,0.2729,10.0102,0.0008,0.0282,0.0128,1.6975,0.0886,9.9335,-0.0437,-0.0796,-0.0136
1020,14.0992836,2,yaw_x,1.8435,0.8068,9.1411,0.0104,0.0274,0.0277,1.0965,0.3328,9.9072,-0.0229,0.0346,0.028,1.4892,0.1077,9.7683,-0.0671,-0.073,-0.0021
1021,14.0995986,2,yaw_x,1.7238,0.6416,8.7771,0.0314,0.0895,0.0123,1.0295,0.1796,9.6534,0.0024,0.0852,0.0197,1.2905,-0.0072,9.4739,-0.0349,-0.0099,-0.0088
1022,14.0998946,2,yaw_x,1.7454,0.6752,8.8825,0.0727,0.0895,0.0021,1.0391,0.1963,9.7923,0.0394,0.0879,0.0096,1.4916,0,9.6295,0.0016,-0.0157,-0.012
1023,14.1001679,2,yaw_x,2.0542,0.7494,9.0812,0.0834,0.066,0.0032,1.3503,0.316,9.9264,0.0442,0.0613,0.0128,1.6688,0.0862,9.9264,0.0019,-0.0474,-0.0088
1024,14.100461,2,yaw_x,1.913,0.7757,9.1195,0.0714,0.0389,0.0141,1.1684,0.2969,9.8306,0.0376,0.0455,0.0181,1.4772,0.0958,9.7971,-0.0101,-0.0554,-0.0075
1025,14.1007224,2,yaw_x,1.822,0.6967,8.8921,0.0607,0.0692,0.0117,1.1277,0.2682,9.6798,0.0248,0.0746,0.0141,1.4605,0.103,9.6654,-0.0157,-0.0224,-0.012
1026,14.1009934,2,yaw_x,1.7669,0.6584,8.8562,0.0613,0.0916,0.0083,1.075,0.2155,9.6917,0.0317,0.0937,0.0186,1.4676,0.0239,9.5696,-0.0146,-0.0037,-0.0123
1027,14.1017633,2,yaw_x,1.8124,0.7542,8.8897,0.0602,0.1153,0.0083,1.1396,0.2777,9.7348,0.024,0.1121,0.0149,1.47,0.1508,9.7252,-0.0226,0.0088,-0.0053
1028,14.1020497,2,yaw_x,1.9082,0.7661,9.1315,0.0232,0.1095,0.0216,1.142,0.3065,9.8138,-0.0136,0.1087,0.025,1.4988,0.1197,9.8737,-0.0559,0.0043,0.0064
1029,14.1103977,2,yaw_x,1.8052,0.7278,8.9591,0.012,0.1113,0.0021,1.1827,0.1963,9.8019,-0.016,0.1052,0.0021,1.3551,-0.0646,9.4715,-0.0509,0.0099,-0.0264
