sample_idx,t_pc_s,label,omega_ukf_x,omega_ukf_y,omega_ukf_z,omega_raw_avg_x,omega_raw_avg_y,omega_raw_avg_z,omega_orta_x,omega_orta_y,omega_orta_z,omega_sol_x,omega_sol_y,omega_sol_z,omega_sag_x,omega_sag_y,omega_sag_z,alpha_ukf_x,alpha_ukf_y,alpha_ukf_z,innovation_norm,nis
51,3.6793226,rest_initial,0.00110122250920657,-0.00447397522483426,-0.00100092156279105,0.000984446520317627,-0.00398651720379884,-0.000954943172972131,0.00399093881363853,-0.00227459131247078,-0.000757823446987388,-0.00173666510976178,-0.00313194768799627,-0.000305277907519844,0.000699065857076128,-0.00655301261092947,-0.00180172816440916,-0.0674802336187799,0.00614869258322354,0.0830378613856036,0.112313537346738,2.37909513941406
52,3.6796777,rest_initial,0.000688197131478517,-0.00234926720491212,-0.00383906037195921,0.000451113186984293,-0.00181985053713218,-0.0042216098396388,0.00339093881363853,-0.00447459131247079,-0.00155782344698739,-0.00123666510976178,-0.000531947687996276,-0.00530527790751984,-0.000800934142923872,-0.000453012610929469,-0.00580172816440916,-0.081876750373852,0.00658060528407557,0.11875156535184,0.0810403531070015,3.64530605870975
53,3.6800293,rest_initial,0.000877472886577187,-0.0030803035343961,-0.00346900642821099,0.000717779853650961,-0.00328651720379884,-0.00335494317297213,-0.000309061186361467,0.000625408687529215,-0.00315782344698739,0.000963334890238223,-0.00713194768799628,-0.00190527790751984,0.00149906585707613,-0.00335301261092947,-0.00500172816440916,-0.125077002123898,0.0064334491454958,0.0360465995061573,0.068460508604228,1.22233290359167
54,3.6803684,rest_initial,0.000606254703563454,-0.0030921409251908,-0.002498396935559,0.000384446520317626,-0.00305318387046551,-0.00228827650630546,0.000490938813638528,-0.00367459131247079,-0.00395782344698739,0.000163334890238225,-0.00423194768799628,-0.00190527790751984,0.000499065857076127,-0.00125301261092947,-0.00100172816440916,-0.0987554779997097,0.00643078294449325,0.0808537253151827,0.109728750939383,1.75855452003592
55,3.6806987,rest_initial,-0.00259332651686227,-0.0051044460878613,-0.00260070229507354,-0.00318222014634904,-0.00551985053713218,-0.00255494317297213,-0.00610906118636147,-0.00757459131247079,-0.00185782344698739,-0.00123666510976178,-0.00293194768799628,-0.00430527790751984,-0.00220093414292387,-0.00605301261092947,-0.00150172816440916,-0.174260453252223,0.00603923283116972,0.0764248439371187,0.100611890953812,1.75777511457423
56,3.6812551,rest_initial,0.000681046250017276,-0.00433630696741346,-0.00159852553237898,0.000917779853650963,-0.00418651720379885,-0.00138827650630546,0.00289093881363854,-0.00307459131247079,-0.00105782344698739,0.00226333489023822,-0.00503194768799628,-0.00320527790751984,-0.00240093414292387,-0.00445301261092947,9.82718355908383e-05,-0.169245069566276,0.00627475232854419,0.103582497683338,0.0741540752707289,1.96844979555531
57,3.6816824,rest_initial,0.000543862642330721,-0.00344088641292663,-0.00263627962364728,0.000351113186984294,-0.00328651720379885,-0.0027216098396388,0.00259093881363853,-0.000674591312470788,-0.00105782344698739,0.00146333489023822,-0.00373194768799628,-0.00430527790751984,-0.00300093414292387,-0.00545301261092947,-0.00280172816440916,-0.122122884598549,0.0065141026397707,0.0678531268860812,0.0440278173689266,0.686527737686364
58,3.6820468,rest_initial,0.0010215864174178,-0.00454049571424592,-0.00305488525350169,0.000884446520317627,-0.00478651720379885,-0.00305494317297213,0.000990938813638528,-0.00387459131247079,-0.00445782344698739,0.000163334890238225,-0.00473194768799628,-0.00270527790751984,0.00149906585707613,-0.00575301261092948,-0.00200172816440916,-0.0718226690840092,0.00625822903101803,0.105713714148503,0.110824706036337,1.5762013820681
59,3.6824156,rest_initial,0.00204586207800067,-0.00459055794531065,-0.00405755621245819,0.00198444652031763,-0.00468651720379884,-0.00415494317297213,0.00559093881363854,0.000625408687529215,-0.00185782344698739,0.000963334890238223,-0.00633194768799628,-0.00640527790751984,-0.000600934142923873,-0.00835301261092947,-0.00420172816440916,-0.0157714041838483,0.00624613005554564,0.127684352566511,0.0637756597771201,1.30484260967383
60,3.6827727,rest_initial,3.13673410903166e-05,-0.00594964330496966,-0.00494776720296448,-0.000415553479682374,-0.00628651720379884,-0.0050216098396388,-9.06118636147257e-06,-0.00257459131247079,-0.00155782344698739,0.00226333489023822,-0.00873194768799627,-0.00510527790751984,-0.00350093414292387,-0.00755301261092947,-0.00840172816440916,0.0429442974187091,0.00593608254186954,0.0754450175047211,0.128412709502058,2.35266876893459
61,3.6831504,rest_initial,0.00131073177306723,-0.00587566686369428,-0.00434042331525892,0.0012511131869843,-0.00575318387046551,-0.00418827650630546,0.00289093881363854,-0.00917459131247079,-0.00205782344698739,-0.000436665109761775,-0.00663194768799628,-0.00450527790751984,0.00129906585707613,-0.00145301261092947,-0.00600172816440916,0.0647176710797264,0.00595326810182431,0.0446174187641871,0.0681919212834293,2.04426360620579
62,3.6835082,rest_initial,0.000576136473984435,-0.00487330405745834,-0.00334493589180752,0.000251113186984293,-0.00465318387046551,-0.00308827650630546,0.000990938813638528,-0.00367459131247079,-0.00345782344698739,0.000363334890238223,-0.00503194768799628,-0.00720527790751984,-0.000600934142923873,-0.00525301261092948,0.00139827183559084,0.105623390173193,0.00618903688137883,0.176772752301507,0.119762004409577,6.0776130105212
63,3.6839588,rest_initial,0.00131309796663786,-0.00535250022167429,-0.00303716845659771,0.00118444652031763,-0.00541985053713218,-0.00288827650630546,-0.00210906118636146,-0.00597459131247079,0.000342176553012613,0.00436333489023822,-0.00663194768799628,-0.00350527790751984,0.00129906585707613,-0.00365301261092947,-0.00550172816440916,0.071516926848979,0.00604982305426423,0.218064850403256,0.0451712137857338,0.660482001608473
64,3.684306,rest_initial,-4.37724305415396e-05,-0.00399302835546356,-0.000999784610563408,-0.000448886813015705,-0.00371985053713218,-0.000588276506305464,0.000190938813638533,-0.000974591312470789,0.00134217655301261,-0.000436665109761775,-0.00553194768799628,-0.00160527790751984,-0.00110093414292387,-0.00465301261092947,-0.00150172816440916,0.149869551074112,0.00638068016446246,0.19813603070833,0.0700678890348062,1.13692693861872
65,3.6846396,rest_initial,0.0010677194663011,-0.00373582015510447,-0.000651305033922954,0.000984446520317629,-0.00365318387046551,-0.000488276506305464,0.00179093881363854,-0.00337459131247079,0.00134217655301261,0.000663334890238221,-0.00373194768799628,-5.27790751984197e-06,0.000499065857076127,-0.00385301261092947,-0.00280172816440916,0.0390299317963012,0.00643974870477727,0.217549899216408,0.0974147880474752,2.97130081225496
