sample_idx,t_pc_s,label,omega_ukf_x,omega_ukf_y,omega_ukf_z,omega_raw_avg_x,omega_raw_avg_y,omega_raw_avg_z,omega_orta_x,omega_orta_y,omega_orta_z,omega_sol_x,omega_sol_y,omega_sol_z,omega_sag_x,omega_sag_y,omega_sag_z,alpha_ukf_x,alpha_ukf_y,alpha_ukf_z,innovation_norm
14,3.6656087,rest_initial,0.00306752566503063,-0.00315597256036911,-0.00161821838816723,0.00311777985365096,-0.00311985053713218,-0.00158827650630546,0.00319093881363854,-0.00177459131247079,-0.00125782344698739,0.00276333489023822,-0.00503194768799628,-0.00220527790751984,0.00339906585707613,-0.00255301261092947,-0.00130172816440916,-0.00131527267902002,0.00307556187097751,0.00535690024041838,0.0737093802312297
15,3.6659507,rest_initial,0.000221842381130817,-0.0050082738889804,-0.00238025312191748,0.000184446520317625,-0.00505318387046551,-0.00238827650630546,0.00339093881363853,-0.00547459131247079,-0.00395782344698739,-0.00223666510976178,-0.00473194768799628,0.000194722092480157,-0.000600934142923873,-0.00495301261092947,-0.00340172816440916,-0.00142912984192813,0.00305559393900899,0.00469848046423821,0.0646230715826179
16,3.6662979,rest_initial,-0.000239805949597492,-0.00423714829866645,-0.00294969884460398,-0.000248886813015705,-0.00425318387046551,-0.00295494317297213,0.00179093881363854,-0.00227459131247078,-0.00605782344698739,-0.00223666510976178,-0.00583194768799628,-5.27790751984197e-06,-0.000300934142923873,-0.00465301261092947,-0.00280172816440916,-0.00181703751348176,0.00306387755483572,0.0046101069797444,0.052954749326359
17,3.6666394,rest_initial,-0.000419336914320827,-0.00761407867981012,-0.00361172911225562,-0.000415553479682373,-0.00765318387046551,-0.0036216098396388,-0.000809061186361468,-0.0102745913124708,-0.00665782344698739,0.000663334890238221,-0.00663194768799628,-0.00190527790751984,-0.00110093414292387,-0.00605301261092947,-0.00230172816440916,-0.00221228228531045,0.00302642797992322,0.00412795953001871,0.075335777496912
18,3.6669775,rest_initial,-0.0010303160906651,-0.00448877651705707,-0.00384573604983606,-0.0010488868130157,-0.00445318387046551,-0.00385494317297213,-0.00110906118636146,-0.00337459131247079,-0.00445782344698739,-0.00303666510976178,-0.00373194768799628,-0.00530527790751984,0.000999065857076127,-0.00625301261092948,-0.00180172816440916,-0.00165320083852252,0.00306147897839916,0.00358995267706903,0.123935172198475
19,3.6673098,rest_initial,-0.000815507027924945,-0.00187849833406332,-0.00214506972378862,-0.000815553479682372,-0.00185318387046551,-0.0021216098396388,-0.00350906118636147,0.00092540868752921,-0.00185782344698739,-0.000436665109761775,-0.00393194768799628,-0.00140527790751984,0.00149906585707613,-0.00255301261092947,-0.00310172816440916,-0.0013890336258793,0.00309080294182079,0.00349791112191957,0.104132997449153
20,3.6676604,rest_initial,0.00235973383202355,-0.00693371149556954,-0.00558932539588991,0.00241777985365096,-0.00705318387046551,-0.00565494317297213,0.00289093881363854,-0.00677459131247079,-0.00155782344698739,0.00466333489023822,-0.00683194768799628,-0.00830527790751984,-0.000300934142923873,-0.00755301261092947,-0.00710172816440916,-0.000889370677543544,0.00302955908369397,0.00509407014813068,0.138683641713071
21,3.6680015,rest_initial,0.00126319364635636,-0.00540272552508546,-0.00243638626948188,0.00125111318698429,-0.00535318387046551,-0.00238827650630546,0.00259093881363853,-0.00547459131247079,-0.00265782344698739,0.000663334890238221,-0.00613194768799628,-0.000605277907519842,0.000499065857076127,-0.00445301261092947,-0.00390172816440916,-2.6306373460857e-05,0.00304797886166685,0.00589849920245315,0.0666077416899611
22,3.6683391,rest_initial,0.000302972264079709,-0.00486021700821871,-0.00399587356754528,0.000284446520317629,-0.00478651720379885,-0.0040216098396388,-0.000609061186361462,-0.00837459131247079,-0.00445782344698739,-0.000636665109761778,-0.00313194768799627,-0.00450527790751984,0.00209906585707613,-0.00285301261092948,-0.00310172816440916,-0.000156665072565979,0.00305461229045868,0.00569252526361119,0.115167353894439
23,3.6686744,rest_initial,-5.63881138147428e-05,-0.00346126536610943,-0.00241496967666404,-4.88868130157037e-05,-0.00338651720379884,-0.00238827650630546,-0.00160906118636146,-0.00627459131247079,-0.00475782344698739,0.00306333489023822,-0.00293194768799628,-0.00190527790751984,-0.00160093414292387,-0.00095301261092947,-0.000501728164409162,-8.84572507611668e-05,0.00307174812804435,0.00500573694123944,0.0618306396177089
24,3.669096,rest_initial,-0.000828715909124863,-0.00630072626583737,-0.00192483274476562,-0.000848886813015702,-0.00641985053713218,-0.0019216098396388,0.00289093881363854,-0.00527459131247079,4.21765530126111e-05,-0.00383666510976178,-0.00583194768799628,-0.00560527790751984,-0.00160093414292387,-0.00815301261092947,-0.000201728164409162,0.00165795182671729,0.00302752446445265,0.0053486649322249,0.151366093508785
25,3.6694866,rest_initial,9.52616390776984e-05,-0.00365180685973658,-0.00290657825839282,0.000117779853650963,-0.00355318387046551,-0.0029216098396388,-0.00160906118636146,-0.00627459131247079,-0.00235782344698739,0.00356333489023822,-0.00263194768799628,-0.000605277907519842,-0.00160093414292387,-0.00175301261092947,-0.00580172816440916,0.00291736721453046,0.00306660834819655,0.00579874417939305,0.126659000329403
26,3.6698339,rest_initial,0.000510934694786978,-0.00471649352846091,-0.00209735778580656,0.000517779853650962,-0.00475318387046551,-0.00208827650630546,0.00179093881363854,-0.00527459131247079,0.000542176553012612,0.00116333489023822,-0.00453194768799628,-0.00240527790751984,-0.00140093414292387,-0.00445301261092947,-0.00440172816440916,0.00279845772440298,0.00305236788032913,0.00602710853618882,0.0738837564258302
27,3.6701685,rest_initial,-0.00102268983092275,-0.00317551020191583,-0.00323316060432445,-0.00104888681301571,-0.00311985053713218,-0.00325494317297213,-0.00190906118636146,-0.00497459131247079,-0.000757823446987388,-0.000636665109761778,-0.00293194768799628,-0.00560527790751984,-0.000600934142923873,-0.00145301261092947,-0.00340172816440916,0.00270104405619625,0.00307247918734132,0.00798921417461832,0.0682812066031443
28,3.6705001,rest_initial,0.00111736443718571,-0.00502182681831332,-0.00266626939995124,0.00115111318698429,-0.00508651720379885,-0.00265494317297213,0.000490938813638528,-0.00527459131247079,-0.00345782344698739,0.00356333489023822,-0.00473194768799628,-0.000605277907519842,-0.000600934142923873,-0.00525301261092948,-0.00390172816440916,0.00291987304901413,0.00304820492200657,0.00846779248011548,0.035220702140543
29,3.6708406,rest_initial,0.000206620611243042,-0.00550937334629684,-0.00324508693124925,0.000184446520317629,-0.00551985053713218,-0.00325494317297213,-0.00160906118636146,-0.00527459131247079,-0.00345782344698739,-0.000136665109761777,-0.00903194768799628,-0.00370527790751984,0.00229906585707613,-0.00225301261092947,-0.00260172816440916,0.00299311600345822,0.00304151563075896,0.00891253445393259,0.040854434938119
30,3.6711753,rest_initial,-0.000501820819547451,-0.00474227092249343,-0.00282471293586811,-0.000515553479682372,-0.00471985053713218,-0.0028216098396388,-0.000309061186361467,-0.00597459131247079,-0.00185782344698739,-0.000936665109761776,-0.00453194768799628,-0.00480527790751984,-0.000300934142923873,-0.00365301261092947,-0.00180172816440916,0.00320470110326149,0.00305199732235581,0.00978507107414503,0.06172711264109
31,3.6715191,rest_initial,0.000348305048276788,-0.00584189329132313,-0.00331432438893526,0.000351113186984296,-0.00588651720379885,-0.0033216098396388,0.00179093881363854,-0.00577459131247079,-0.00445782344698739,-0.00173666510976178,-0.00663194768799628,-0.00350527790751984,0.000999065857076127,-0.00525301261092948,-0.00200172816440916,0.00390441207744581,0.00303630741140393,0.00886571286283919,0.0560403115000721
32,3.6718519,rest_initial,0.00255853419270207,-0.00572060421245609,-0.00463339140503915,0.00258444652031763,-0.00568651720379885,-0.00465494317297213,0.00339093881363853,-0.00817459131247079,-0.00685782344698739,0.000663334890238221,-0.00583194768799628,-0.00350527790751984,0.00369906585707613,-0.00305301261092947,-0.00360172816440916,0.00251194661821545,0.00303799398399013,0.0107866144941711,0.0884041580845283
