sample_idx,t_pc_s,label,omega_ukf_x,omega_ukf_y,omega_ukf_z,omega_raw_avg_x,omega_raw_avg_y,omega_raw_avg_z,omega_orta_x,omega_orta_y,omega_orta_z,omega_sol_x,omega_sol_y,omega_sol_z,omega_sag_x,omega_sag_y,omega_sag_z,alpha_ukf_x,alpha_ukf_y,alpha_ukf_z,innovation_norm
1,3.2921757,rest_initial,0.000216585903773309,-0.00445461915306919,-0.00282118548058152,0.000217779853650964,-0.00445318387046551,-0.0028216098396388,0.00289093881363854,-0.00577459131247079,-0.00235782344698739,0.000163334890238225,-0.00153194768799628,-0.00220527790751984,-0.00240093414292387,-0.00605301261092947,-0.00390172816440916,-7.02479112693453e-05,-8.97784580770355e-08,0.000381249157721662,0.0519827627931998
2,3.4451143,rest_initial,0.00175797820251437,-0.00215274348175639,-0.00152254718704286,0.0019511131869843,-0.00161985053713218,-0.0013216098396388,0.00289093881363854,-0.00417459131247079,-0.00265782344698739,0.00196333489023822,-0.00133194768799628,0.000194722092480157,0.000999065857076127,0.000646987389070527,-0.00150172816440916,0.0030762806837609,0.00301524980770333,0.00122464195580063,0.125229811179797
3,3.4527946,rest_initial,0.000922148289061947,-0.0045632105287123,-0.00202302542410732,0.000817779853650964,-0.00508651720379884,-0.00208827650630546,0.00289093881363854,-0.00447459131247079,-0.00185782344698739,-0.00143666510976178,-0.00873194768799627,0.000794722092480157,0.000999065857076127,-0.00205301261092947,-0.00520172816440916,0.00262536052390591,0.000699633358382029,0.00160979497290521,0.0559522269109797
4,3.4592592,rest_initial,0.00159126857919614,-0.00147311942058196,-0.00232026624179965,0.00168444652031763,-0.000819850537132181,-0.00235494317297213,0.00259093881363853,0.00112540868752921,-0.00315782344698739,0.00116333489023822,-0.00213194768799628,-0.00320527790751984,0.00129906585707613,-0.00145301261092947,-0.000701728164409162,0.00208428977310911,0.00324717414168264,8.39109569863096e-05,0.126090792061766
5,3.6121867,rest_initial,0.000649498294823662,-0.00556619106766482,-0.0031984205297271,0.000551113186984294,-0.00638651720379884,-0.0033216098396388,0.00209093881363853,-0.00917459131247079,-0.00235782344698739,0.00176333489023822,-0.00663194768799628,-0.00320527790751984,-0.00220093414292387,-0.00335301261092947,-0.00440172816440916,0.000490466347545741,-0.00423771142809946,-0.00187615680164492,0.0716066601225234
6,3.6624065,rest_initial,-0.00219409436635018,-0.00334773794216496,-0.000862136724494125,-0.00244888681301571,-0.00291985053713218,-0.000588276506305464,-0.00480906118636146,-0.00467459131247079,-0.00365782344698739,0.000663334890238221,-0.00313194768799627,0.00179472209248016,-0.00320093414292387,-0.00095301261092947,9.82718355908383e-05,-0.0133113571854065,0.0068915568785001,0.0105155055875034,0.0526110816017606
7,3.6629365,rest_initial,-0.00187838000077398,-0.00340056918010299,-0.00346176510756505,-0.0018488868130157,-0.00338651720379885,-0.00385494317297213,-0.000609061186361462,-0.00447459131247079,-0.00315782344698739,-0.00333666510976178,-0.00553194768799628,-0.00560527790751984,-0.00160093414292387,-0.000153012610929475,-0.00280172816440916,-0.0127697617546025,0.00684070109301566,0.00903981876351566,0.118353241619895
8,3.6634509,rest_initial,0.000372447229085656,-0.00560275919330138,-0.00165206565418693,0.000651113186984293,-0.00605318387046551,-0.00138827650630546,-9.06118636147257e-06,-0.0102745913124708,4.21765530126111e-05,-0.000936665109761776,-0.00263194768799628,-5.27790751984197e-06,0.00289906585707613,-0.00525301261092948,-0.00420172816440916,-0.0108870544507705,0.00637331575789742,0.0103165103233848,0.153206724745625
9,3.6638467,rest_initial,0.000921958638666198,-0.00583888181467353,-0.00313079647067307,0.00101777985365096,-0.00595318387046551,-0.00335494317297213,0.00369093881363854,-0.00417459131247079,-0.00445782344698739,0.000963334890238223,-0.00823194768799627,-0.00430527790751984,-0.00160093414292387,-0.00545301261092947,-0.00130172816440916,-0.0103242057731736,0.00634665868160518,0.00929563086890675,0.0549242196150281
10,3.6641947,rest_initial,0.000903030390849605,-0.00541247917503713,-0.003862242382233,0.000917779853650963,-0.00538651720379885,-0.00398827650630546,0.00289093881363854,-0.00387459131247079,-0.00265782344698739,-0.000636665109761778,-0.00473194768799628,-0.00430527790751984,0.000499065857076127,-0.00755301261092947,-0.00500172816440916,-0.00977643923020061,0.00636443833765725,0.0103968292283312,0.0745839479039427
11,3.664545,rest_initial,0.000810201342382453,-0.00527644657290512,-0.000543386085754705,0.000817779853650959,-0.00525318387046551,-5.49431729721308e-05,-9.06118636147257e-06,-0.00417459131247079,0.00374217655301261,0.000663334890238221,-0.00983194768799628,-0.000805277907519842,0.00179906585707613,-0.00175301261092947,-0.00310172816440916,-0.0110510109293718,0.00637168935047121,0.0124232954329783,0.140702507361959
12,3.6649035,rest_initial,0.000764457601290224,-0.00531736200242182,-0.00197985444992787,0.000784446520317629,-0.00531985053713218,-0.00218827650630546,-0.00190906118636146,-0.00677459131247079,-0.00285782344698739,0.00276333489023822,-0.00453194768799628,-0.00110527790751984,0.00149906585707613,-0.00465301261092947,-0.00260172816440916,-0.010847617303233,0.00637000976958842,0.0114948323895097,0.0748621330136861
