sample_idx,t_pc_s,label,omega_ukf_x,omega_ukf_y,omega_ukf_z,omega_raw_avg_x,omega_raw_avg_y,omega_raw_avg_z,alpha_ukf_x,alpha_ukf_y,alpha_ukf_z,innovation_norm
1,3.0508878,rest_initial,0.00325195564739265,0.00113804742156263,-0.00145742019749882,0.00325214419044976,0.00113794810134656,-0.00145749529763719,-0.019720945517793,-6.96800191467293e-08,0.0540690626350808,0.0459610630683509
2,3.0530688,rest_initial,-0.000408572944549335,0.000510113750753976,-0.000304827708288434,-0.000435118466886904,0.000508128122179458,-0.000294997609508643,0.1350921766937,-0.000146071041333338,0.0673133491869856,0.0664255069738449
3,3.0538575,rest_initial,0.00182257387434109,-0.00170833803133221,5.16086730436165e-05,0.00181369393811369,-0.00173903976315896,4.79859829187104e-05,0.135096999568928,-0.000353854887398191,0.0959055464458449,0.126036242488334
4,3.0545135,rest_initial,0.00137999361834092,0.000922543613349644,-0.000682409593954915,0.00146674083148085,0.000939580196104068,-0.000687247977275264,0.0567260454750273,-0.000135032247597996,-0.0259692902427061,0.0815813406116759
5,3.0548343,rest_initial,0.000276356375217637,0.00112575975048494,-0.00107437477798665,0.000224036187513365,0.00113826613915355,-0.00107379543334919,0.0113501838869575,-0.000125665936415573,-0.10454507282418,0.0813605663233261
6,3.0551785,rest_initial,0.00123809252793835,0.000712030884108426,-0.000617014780508712,0.00121123349550929,0.000706432555784666,-0.00061668851431746,0.205054664194922,-0.000146487187059834,-0.152192665528434,0.0845295143609683
7,3.0556293,rest_initial,0.00118627338160301,0.00111499019826854,0.000162474490054501,0.00120495895282947,0.00113534798102435,0.000164660705982233,0.421999891476225,-0.000118523568614871,-0.0695316507970785,0.146787482923418
8,3.055945,rest_initial,0.0030057177648857,-0.000875071023903122,-5.22724159421749e-05,0.00300802399466162,-0.000880843653738044,-5.01395188311088e-05,0.508892227388611,-0.000222700093668749,0.0167362613781135,0.10417303073571
9,3.0562499,rest_initial,-0.000121217607819019,-0.00165405394159537,8.20052899632283e-05,-0.000129936218851452,-0.00167373134215757,7.899037823547e-05,0.215806455379952,-0.000264369749599858,-0.0262051785591546,0.152173325240706
10,3.0565819,rest_initial,0.00122653955478823,-0.00065819948488817,0.000215393997953429,0.00121542928787619,-0.000615267906660226,0.000215198093505909,0.164788440415425,-0.000203429218281736,-0.00371393681380394,0.116949723180879
11,3.0568867,rest_initial,0.00163001179558984,-0.00211461119454612,0.000279347896762226,0.00163780501360728,-0.00216949247908574,0.000279671885311683,0.16278891651253,-0.000290028605447202,-0.00696778008573028,0.0706803732890674
12,3.0572003,rest_initial,0.00352518497480197,0.00035072097465697,0.000979132426282204,0.00356800939130676,0.000408051070835069,0.00098650040963267,0.0507940245085211,-0.000131975864961024,0.102849277429965,0.127377543553648
13,3.0575212,rest_initial,-0.000885009195147226,0.00136257130071928,0.00091681873278655,-0.000951807986781193,0.00133434802244367,0.00091050544046766,-0.0527350744744249,-6.22052920963293e-05,0.0232585805827315,0.109202633013215
14,3.0578242,rest_initial,0.000194513017171704,-0.00025991752287082,0.00144329828748044,0.000200124879836237,-0.000251355971635223,0.0014437709774713,-0.063413577563342,-0.000172454660310266,0.0367666128806749,0.0759714404222748
15,3.0581223,rest_initial,0.000298824658870579,0.00108160481495943,-0.00099867226534371,0.00034371003520567,0.00107226770949072,-0.00100321768856607,0.0241902401448214,-7.88584597653476e-05,0.0691774276665078,0.082208642521179
16,3.0584287,rest_initial,-0.00148911849203547,-0.00295127017743889,-0.000581143478744566,-0.00148487777192585,-0.00296021415500341,-0.000582803453145298,-0.0862413097634318,-0.00038005053134814,-0.0784668831167079,0.0778643478165709
17,3.0587313,rest_initial,0.0017615928443806,-8.02091925362859e-06,-0.00428645746262001,0.00178016200379832,1.34266075113183e-05,-0.00428480581426661,-0.136455198729659,-0.000154257525544057,-0.119211744589144,0.0346638434058005
18,3.0590381,rest_initial,-0.000242648275115227,0.00122336782436721,-0.00276051153579825,-0.000248686880811149,0.00123575366917717,-0.00276601445755222,-0.133694559326094,-5.48172226405121e-05,-0.101728953367593,0.0988981927848191
19,3.0593548,rest_initial,0.000136653451655402,-0.00014333929629189,-0.000275390366922943,8.90614296019827e-05,-0.000187041564682714,-0.000271504068087154,-0.0373571162518941,-0.000172751364264953,-0.0219486522458998,0.110599546667121
20,3.0596566,rest_initial,-0.00140573775159211,-0.00133604574809946,-0.00205174632543839,-0.00143011112788781,-0.00137639400251726,-0.00205346453101326,-0.0220353071412991,-0.000274582182027502,0.0388467806630298,0.044993369138082
21,3.0599526,rest_initial,0.00176251459751947,0.000465598737727447,-0.00092975511972333,0.00183717463538283,0.000507029144855146,-0.000927820905046284,-0.100448578102081,-0.000118555343206177,-0.0373157495203323,0.0643055118660741
22,3.0602483,rest_initial,-0.000548921165196753,-0.000302233436021691,0.00223151028638412,-0.000616192545440991,-0.000250334917723277,0.00223893018567891,-0.259956059902719,-0.00018739883042764,-0.129012075322233,0.106773283703513
23,3.0605577,rest_initial,-0.00112641738506986,-0.00154392264598763,-0.00119275482261797,-0.00107814578056455,-0.00157438049077536,-0.0012006602755161,-0.245588805508684,-0.000307059897641655,-0.231934233662015,0.0308861244823869
24,3.0608541,rest_initial,-0.00453674251647135,-0.000331418508113435,-0.00160639203010493,-0.00458792991738003,-0.000353021056652155,-0.00160176003809837,-0.261193597927812,-0.000191331480226103,-0.303591532781592,0.13732218677165
25,3.061163,rest_initial,-3.95258523841688e-05,-0.00148981913815297,-0.000907137644542432,-3.55939284549216e-05,-0.00150886357723027,-0.000912277724693172,-0.21138904164638,-0.000309913214479314,-0.283934755088647,0.0556937978633047
26,3.0614756,rest_initial,0.000138427904391418,0.00236754075040335,0.000836812684451329,0.000161982888257293,0.00239204768868847,0.000841685724079579,-0.209403198531851,0.000101624214901054,-0.329029415374528,0.0622801834300675
27,3.0617829,rest_initial,0.00172648501281528,0.0012435711957593,-0.000543312081319002,0.00174213832835085,0.00123365794770355,-0.000542452021184281,-0.173816195191604,-1.95979549642413e-05,-0.182864992984262,0.0683419607204262
28,3.0620773,rest_initial,-0.00112632293793954,0.00164276362379878,-0.00140078380007995,-0.00116967089075777,0.00166553008655686,-0.00140036002138701,-0.125709604714154,2.27700931695431e-05,-0.233186103812756,0.0986771148490087
29,3.0623851,rest_initial,0.000541671110338733,0.00085109107799514,-0.000215488669387217,0.000634159639126786,0.000810637328310819,-0.000213132843747837,-0.422557554051035,-6.75047869493546e-05,-0.132759696898823,0.134874040348476
30,3.0626944,rest_initial,0.000925519538332852,-0.000209242116980379,0.00147173246342763,0.000899049948683021,-0.000145658404020185,0.00147239242292655,-0.338234665546491,-0.000192580070128993,-0.202649659915973,0.0786891506470263
31,3.0630005,rest_initial,0.00130775583809741,-0.00049171204490178,0.00021106084659224,0.00126068370757491,-0.000510025989405779,0.000203882055501852,-0.205541969106047,-0.000226267081743909,-0.0286602029282915,0.140060011050588
32,3.0632974,rest_initial,0.000205379197155934,0.000349108570654354,-0.000496466057434093,0.000203336136498827,0.000349147042089541,-0.000490208782034462,-0.17257524813642,-0.000126405410246814,-0.00582366482828343,0.0422381017561217
33,3.0636039,rest_initial,0.000827506329828765,0.00119336130359266,-0.000329625327983592,0.000830890049536246,0.00114194061438597,-0.000325809166887034,-0.178114599460318,-2.00830862528565e-05,-0.0204509349652038,0.130783957058257
34,3.0638987,rest_initial,-0.00064457794016956,-0.00442320446498556,-0.000748358712506799,-0.000657242342425732,-0.00437677966282655,-0.000753627169976891,-0.112496369035531,-0.000714530912600749,-0.0188768835879661,0.0421842933202951
35,3.0641927,rest_initial,-0.00383639195205335,0.000381030659678494,-0.000684970008013059,-0.00382616491844681,0.000348832979770679,-0.000691834405111767,-0.0389675860286353,-0.000108231154590154,0.00165058461835314,0.0985373182345901
36,3.0644959,rest_initial,0.000265357746706638,-5.62034799236299e-05,-0.00261354101496893,0.000297045634237208,-4.1488514914099e-05,-0.00260881587907471,-0.117337314722038,-0.000166875425528555,0.0766171851649877,0.0519198156225006
37,3.064783,rest_initial,0.00138605522039898,-0.00480645643671057,0.000371658970177919,0.00135840255673017,-0.00480227247904929,0.000369306914630075,-0.0594667252797964,-0.000778715933210531,0.0621871262352081,0.0644573380568651
38,3.0650795,rest_initial,0.00177019841145669,-0.00364757650857565,-9.26810868445204e-05,0.00179451669338436,-0.00367730147449711,-9.2373508624521e-05,-0.0405276054290222,-0.000621082413281653,0.0244992922471541,0.0549045910838482
39,3.0653836,rest_initial,-0.000308190925158228,-0.00139876882840649,0.00158930724150291,-0.000323008988043518,-0.00132717713860573,0.00159367894868952,-0.0898422797520442,-0.000301514676216734,-0.0561232030105508,0.111386136432878
40,3.0657064,rest_initial,-0.00300908006872872,-0.000513587240067334,-9.59464621867504e-05,-0.00303720535982264,-0.000505806526212923,-9.68275152809627e-05,-0.254952843351944,-0.000164665488239839,-0.0695833971087088,0.0802336689603015
41,3.06602,rest_initial,-0.000936745227695956,-0.00114779077013302,9.77861511702165e-05,-0.000912746680422543,-0.00120419631485844,0.000100605468848048,-0.272032697073956,-0.000261347513215044,-0.129487511688429,0.0667337125067907
42,3.0663652,rest_initial,-0.00162239934062817,0.000426905455941118,-0.000859957190647878,-0.0016023547331209,0.00044829847599212,-0.000860359980570008,-0.124393910247239,8.76674732373659e-06,-0.234934386261526,0.0690384165622278
43,3.0667789,rest_initial,-0.0017479452068334,0.000167951173511833,0.000307128552531212,-0.00179103222614724,0.000185527195764433,0.000304489463702617,-0.109025262085511,-4.64150271285991e-05,-0.154928332722179,0.129408018520023
44,3.0670884,rest_initial,-0.000897625011072515,-0.00101366633453654,0.000434146599193142,-0.0008902246181713,-0.00103826504368888,0.000434962323626519,-0.093178572832849,-0.000236428565216585,-0.185365877460833,0.0673692927094433
45,3.0673963,rest_initial,-0.000671541466013168,0.000160375441523982,0.000369903461715118,-0.000660567971981477,0.00015105485516459,0.000369052646207341,-0.181568730305195,-4.60178254210426e-05,-0.145981418483038,0.0513208381378259
46,3.0677973,rest_initial,-0.000677360622876063,0.00122760870977592,0.00159080467572743,-0.000694278468161691,0.00124250415336104,0.00159336987894856,-0.0942890643784799,0.000182738176795571,-0.151522675423433,0.0935660075969089
47,3.0683046,rest_initial,0.00207001032754086,0.0015720896461088,0.0006361427643551,0.0021153858390343,0.00160692285139808,0.000636775445061264,-0.0632110655480224,0.0002759245459934,-0.15825921090403,0.0870820724728238
48,3.0686932,rest_initial,-5.31090100709562e-05,0.000929652226133926,0.000405654545897559,-3.51860844804112e-05,0.000883110160744949,0.000400434736465227,-0.150930868611233,0.000134439542375115,-0.235916500253148,0.053320924983817
49,3.0690545,rest_initial,-0.000803076207036588,0.00195840586436071,-0.000717914038050038,-0.000833610275417802,0.00197382816322928,-0.000724455681952815,-0.264199424508181,0.000344922529792697,-0.191656960873885,0.0644397168464447
50,3.069374,rest_initial,-0.00412930116480388,0.000810713660669541,-0.000881164854365783,-0.00416375836860528,0.000815243642316119,-0.00087667411949779,-0.0270271976043245,0.000134236892116386,-0.0870556192773272,0.117270610609953
51,3.0697174,rest_initial,-0.00158119009429682,-1.92341815010936e-05,0.000206971675066454,-0.00158960362216974,-9.71085397939257e-06,0.000213331271991364,-0.00663259788421593,-3.27622186411236e-05,-0.0672642311070279,0.0964451207892442
52,3.0700234,rest_initial,-0.00155147665210309,0.00142251967742191,0.00169620831258151,-0.00153771800666661,0.00140911923692078,0.00169886811565595,-0.0553439325390223,0.000229618466762047,-0.236686567652354,0.134437335862487
53,3.0703214,rest_initial,4.70391433046386e-05,0.000654294702317247,-0.000102322902673149,6.61804335439688e-05,0.000614894308873772,-0.000101953255906768,-0.0141781181150196,9.11675439391532e-05,-0.411246062160063,0.15162903352238
54,3.0706342,rest_initial,-0.000379965904142969,0.000336885928214393,-0.00313792972584904,-0.000356522107670707,0.00038309952733104,-0.0031431094026995,0.237096093321326,2.98405387018742e-05,-0.417762970577999,0.14908691839099
55,3.0709389,rest_initial,0.00126866624727928,0.000205452848787933,0.00108417099404451,0.00125506288647817,0.000194403429969128,0.00109267539420844,0.0307457551551454,3.78924880598624e-06,-0.442956551067433,0.19792572961725
56,3.0713019,rest_initial,-0.00460248487626742,0.000967321495142366,-0.000990302157283572,-0.00463558446779321,0.000989730519981015,-0.000998308543494831,0.108847825056931,0.000177972465356299,-0.453851129464584,0.068304894264568
57,3.0716222,rest_initial,0.00105839980458828,0.000296724210394909,-0.000745080570917173,0.00108456169492571,0.000298508118406401,-0.000742333123970501,0.0845382526404556,3.94427812838368e-05,-0.42381142159874,0.104639566381956
58,3.0719279,rest_initial,1.12012255643599e-05,-0.00216866084308529,0.00127166425629986,3.00908310432805e-05,-0.00221692802680937,0.00126823068742483,-0.120567342735831,-0.000452761976306291,-0.32355294046765,0.0993261772905169
59,3.0722257,rest_initial,-0.00132813957838177,0.00010958348623802,-0.00112798890671096,-0.00135569640349835,0.000136772257311929,-0.0011349190937605,0.130508364988862,-3.68349034885775e-06,-0.387372226518352,0.133672432924245
60,3.0725239,rest_initial,0.000145696792685664,0.00116577449702121,-0.000934596502605586,0.000140209886513189,0.00116163718698263,-0.000928564183432569,0.0528768253660811,0.000208080364133076,-0.4365544431922,0.10149990006992
61,3.0728345,rest_initial,-0.00110919382664259,0.000145631212067916,-0.00112812594359218,-0.00108517291624175,0.000134588744295225,-0.00112492313848323,0.0564290268215512,-7.69132827650398e-06,-0.322174735680898,0.102473813648536
62,3.073147,rest_initial,0.00322494215730742,-0.00137215046743372,-0.000553998744556045,0.00318423314347447,-0.00135120297007011,-0.000554190915074033,-0.0240736699750198,-0.00033615848408358,-0.303113405259436,0.0677760956651841
63,3.0734466,rest_initial,0.0020406533285383,0.000578421185849782,0.000361611127206206,0.00208305648289672,0.000610730438519602,0.000368000675482957,0.168271358406935,7.66172020036819e-05,-0.0697975179723707,0.124297644090153
64,3.0737547,rest_initial,0.000320390413068475,-0.000665279255069232,-0.00076066611199973,0.000300734664731568,-0.000710075006905236,-0.000755749257626547,0.22368615412389,-0.000195908101869519,-0.0956615068356899,0.0472750240545983
65,3.0740554,rest_initial,-0.000114954985913125,2.50426765607194e-05,0.00189654832049848,-9.80373112845744e-05,1.85578176895273e-05,0.0018863378541987,0.0379146482492521,-4.63474548463981e-05,-0.104807098207158,0.142935348654356
66,3.0743531,rest_initial,-0.000924432275966538,-0.00367392971816189,-0.00180636476965677,-0.000923021278705931,-0.00368010163837378,-0.0018105381416517,0.105233936056986,-0.000851541806025656,-0.0270239419597458,0.0922274841092301
67,3.0746552,rest_initial,-0.00139455722019711,0.00185587615266377,0.00119685538077474,-0.00144793830740036,0.00187276460429651,0.00120300074539836,0.114444754196992,0.00038560340413218,-0.0181602089309156,0.103039620165096
